city,holc_region,holc_id,holc_grade,inhabitants_pop_trend,inhabitants_occupation,inhabitants_foreign_pct_predominating,inhabitants_negro,inhabitants_infiltration,buildings_predominating_pct,buildings_type,buildings_construction,buildings_avg_age,buildings_repair,buildings_occupancy_pct,buildings_ownership_pct,buildings_1935_price_range_pct,buildings_1937_price_range_pct,buildings_1939_price_range_pct,buildings_sales_demand,buildings_price_trend,buildings_1935_rent_range_pct,buildings_1937_rent_range_pct,buildings_1939_rent_range_pct,buildings_rental_demand,buildings_rental_trend,buildings_constructed_past_yr,buildings_overhang_holc,buildings_overhang_institutions,buildings_sales_yrs,buildings_sales_holc,buildings_sales_institutions,mortgage_avial,tax_rate_yr,tax_rate_per_1000,area_description,name_location_grade_number,note
Los Angeles,Los Angeles County,A11,A,Rapidily N/A N/A,"Business and professional men, retired people, Jr. executives, public officials, etc. Income $2400-$5000 and up.",0 --,0,None apparent,85 5,"6, 7 and 8 rooms 5 rooms","Frame, stucco and masonry N/A",3 years N/A,Good N/A,99% N/A,95% N/A,Very few constructed N/A,6000-10000 N/A N/A N/A,1939 6000-10000 N/A N/A N/A,Good N/A,Static N/A,Not a rental district N/A,Not a rental district N/A N/A N/A,1939 Not a rental district N/A N/A N/A,-- N/A,-- N/A,"125 6, 7, and 8 rooms. $6500-$10000 Readily",0,Few,3,0,Few,Ample (FHA),7-1938,48.8,"Terrain: Level with favorable grades. No construction hazards. Land improved 60%. Deed restrictions provide for architectural supervision and protect against subversive racial hazards. Conveniences are all readily available. This is a recent subdivision which has grown very rapidly in the past few years under the stimulus or promotional effort and FHA Title II financing. While owner occupancy is very high, indications are that in most cases equities are low, which has a decided bearing upon the economic stability of the area. Construction and maintenance are of excellent character. Architectural designs are attractive and population is homogeneous. Improvements are noticeably large and more imposing on Orange Grove Ave. and Mountain St. This, however, does not affect the harmonious appearance of the area. Indications are that development of the area will progress along the established pattern and it is therefore accorded a “low green” grade.",Pasadena 1st A-11 4/14/39,
Los Angeles,Los Angeles County,A12,A,Slowly  ,"Wealthy retired people, executives, capitalists, etc.Income $15,000-$25,000 & up",0 --,0,None apparent,95 ,Mansion & estate ,"Mansonry, frame & stucco ",15 years ,Good ,99% ,99% ,"10,000 & up ","10,000 & up   ","1939 10,000 & up   ",Poor ,Static ,Not a ,rental   ,1939 area   ,-- ,-- ,"20 8-12 rms. $12,500-$20,000 Owner built",2,0,3,18,0,6,37-1938,26.62 County 56.25 Co. & City,"Terrain: Rolling to hillside and hilltop. Very rugged with many construction hazards. Land improved; 20% unhatched part; 5% hatched portion. Homesites usually run into acreage. Highly deed restricted, both as to improvements and population. Conveniences are all reasonably available for a district of this character. This area has been developing intermittently for 25 or 30 years, and is still very sparesely settled. Its appeal is to very wealthy people who desire a sequestered homesite. Construction is of superior quality; maintenance is of the best, and architectural designs are excellent. Population is homoegeneous. Property turn-over is extremely limited and marketability is influenced by consideration of sacrifice sales. Recent improvements have been largely along Madelino Dr., Covington Placo and the section known as Busch Gardens, and are somewhat more modest in size and occupy smaller estates. The area is a very exclusive one and could hardly be assigned less than a ""high green"" grade.",San Rafael Dist. 1 at+ A-12 4/4/39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for this hazard.
Los Angeles,Los Angeles County,A13,A,Moderately N/A N/A,"Business and professional men, retired peopl, Jr. executives, etc. Income $2500-$5000 and up",0 --,0,None apparent,60 35,"6 and 7 room bungalows 7-9 rooms, 2 story","Frame and stucco Frame, stucco and masonry",10 years 10 years,Good Good,98% 98%,90% 90%,5000-6500 6000-7500,5500-7500 N/A 7500-9000 N/A,1939 5500-7500 N/A 7500-9000 N/A,Good Good,Static Static,45-70 60-75,50-75 N/A 65-90 N/A,1939 50-75 N/A 65-90 N/A,Fair Poor,Static to down Down,50 6-9 rooms $6000-$10000 and up Owner built,0,Few,3,0,Few,Ample,7-1938,50.96,"Terrain: Rolling to hillside and hilltop. Many construction hazards in hatched portion. Land improved 25%. Many home sites of acreage extent. Deed restrictions are in effect but vary according to subdivision; all, however are believed to be ample and to protect against subversive racial hazards and provide for architectural supervision. Conveniences are all reasonably available for an area of this kind. Development of this area has taken place at various intervals during the past 25 years. Under stimulus of easy financing during past few years there has been considerable building activity, particularly in the section directly south of Colorado Blvd. Construction is of standard quality or better. Maintenance is of good quality indicating pride of ownership. Architectural designs are pleasing and population is homogeneous and of fairly substantial means. Deed restrictions permit of multi-family structures is designated locations and there are several bungalow courts of good quality at Ave. 64 and Colorado Blvd. Adjacent to Anandale Country Club is a favorable factor. Except in section directly south of Country Club there are no uniform paving regulations. This is a particularly hard area to grade, particularly the hatched portion. However, Ave. 64 is the new high speed artery from Pasadena to downtown Los Angeles and this factor in itself has led to a stimulation of the neighborhood. Consequently, grading will be upon the basis where pattern is definitely established, and the grade assigned is “low green”.","Anandale Section, Pasadena 1st A-13 4/4/39",Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for this hazard.
Los Angeles,Los Angeles County,A14,A,Moderately N/A N/A,"Business and professional men, capitalists, executives and Jr. executives. Income $5000-$10000 and up",0 N/A,0,None apparent,60 40,8 rooms and up 6 and 7 rooms,"Frame, stucco and masonry Frame, stucco and masonry",8 years 5 years,Good Good,99% 99%,99% 99%,8000-20000 and up 6500-10000,9000-25000 and up N/A 7000-10000 N/A,1939 10000-25000 and up N/A 7500-10000 N/A,Good Good,Static Static,Not a rental district Not a rental district,Not a rental district N/A Not a rental district N/A,1939 Not a rental district N/A Not a rental district N/A,-- --,-- --,"50 6, 7 and 8 rooms $8500-$12500 and up Owner built",7,0,3,3,0,Ample within limits,7-1938,49.44,"Terrain level with favorable grade and no construction hazards. Land improved 60%. Deed restrictions are ample and rigidly enforced. Conveniences are all readily available. This encircling area is on the whole somewhat newer than the two just previously described and is not nearly so uniform in its improvements. The residences on San Pasqual and California Sts. are of larger size, while in the Southwest part west of Courtland and north of Huntington Dr. are predominantly 6 and 7 room bungalows. In the balance of the area improvements are of mixed types and sizes. Construction, maintenance and architectural designs are uniformly of high character. Population is homogeneous. This area has been quite active during the past few years and land values have shown a rising tendency. Currently lots are selling around $35 per front foot. Schools serving this and other San Marino areas are particularly high class. There is still much room for expansion in this area and indications are that it will continue as a first grade residential section for many years in the future. It is accorded a “medial green” grade.",San Marino 1st A-14 4/12/39,
Los Angeles,Los Angeles County,A15,A,Moderately N/A N/A,"Business and professional men, retired capitalists, major and minor executives, etc. Income $3000-$10000",0 N/A,0,None apparent,75 N/A,"7, 8 and 9 rooms 6 rooms","Frame, stucco and masonry 5% Mansion type 20%",3 years N/A,Good N/A,98% N/A,98% N/A,Not established N/A,7500-11500 N/A N/A N/A,1939 7500-12500 and up N/A N/A N/A,Good N/A,Static N/A,Not a rental neighborhood N/A,Not a rental neighborhood N/A N/A N/A,1939 -- N/A N/A N/A,-- N/A,-- N/A,50 7 rooms and up $800-$15000 and up Readily,1,0,3,0,0,Ample within limits,7-1938,49.49 Co. $37.59 - City $11.90,"Terrain level with favorable grade. No construction hazards. The Eaton Wash runs through area just west of Sierra Madre Ave. This Wash has never been considered a flood menace and now has been included in County flood control program. Deed restrictions are said to be ample and enforced. Schools are readily available and of excellent quality. Churches are nearby. Trading centers are distant and shopping is done by telephone. Transportation is inadequate and largely dependent upon private conveyance, which, in district of this character, is not a great handicap. This section has been largely developed within the past 5 years and while still sparsely built up in parts has made great headway as a whole. Both Huntington Dr. and Mission Blvd. are arteries to Los Angeles, where many residents are in business. Construction, maintenance and architectural designs are of high character. Population and improvements are homogeneous. East of Virginia along California St. and Lombardy Rd. to Sierra Madre and south area. Lot values are quoted at a minimum of $30. There is still considerable unsold land available for home sites and indications are that the area will be desirable for residential purposes for years to come. The area is accorded a “low green” grade.",Chapman Woods (East Pasadena) 1st A-15 4/12/39,
Los Angeles,Los Angeles County,A16,A,Slowly N/A N/A,"Retired capitalists and big business and profesional men, high executives. Income $50000 and up",0 N/A,0,None apparent,95 N/A,Mansions N/A,"Frame, stucco and masonry N/A",10 years N/A,Good N/A,99% N/A,99% N/A,25000 and up N/A,Depending on size of grounds and mansion N/A N/A N/A,1939 Depending on size of grounds and mansion N/A N/A N/A,Poor N/A,Static N/A,This is not a rental neighborhood N/A,This is not a rental neighborhood N/A N/A N/A,1939 This is not a rental neighborhood N/A N/A N/A,-- N/A,-- N/A,15 25000 and up Owner built,0,0,3,0,0,Ample to limit,7-1938,49.44 (est.),"Terrain rolling to hillside and hilltop covered with large oak trees. No steep grades. Land improved 75%. Deed restrictions of highest quality are enforced. Zoning single family residential. Conveniences are all readily available. Colls P. Huntington was the founder of this area and his old mansion now houses the Huntington Library and Art Gallery. It is one of the most exclusive districts in the country and merely to be a resident here presupposes a secure place in the social register. Being one of the highest grade districts and so widely known, a detailed description is unnecessary. All improvements occupy acreage estates. Many of them, in addition to the main residence, have guest houses and servants’ cottages. This are is entitled to the highest rating.","Oak Knolls, San Marino 1st+ A-16 4/12/39",
Los Angeles,Los Angeles County,A17,A,Moderately N/A N/A,"Big business and professional men, high executives, reitred and active capitalists. Income $10000 and up",0 N/A,0,None apparent,95 N/A,"Town house mansion, 10 rooms and up N/A","Frame, stucco and masonry N/A",8 years N/A,Good N/A,99% N/A,99% N/A,10000 and up N/A,15000 and up N/A N/A N/A,1939 15000 and up N/A N/A N/A,Good N/A,Static N/A,Not a rental district N/A,Not a rental district N/A N/A N/A,N/A -- N/A N/A N/A,-- N/A,-- N/A,25 15000 and up Owner built,0,0,3,0,0,Ample within limits,7-1938,49.49,"Terrain level to rolling. No construction hazards. Land improved 50%. Deed restrictions are ample and rigidly enforced. Zoning is single family residential. Conveniences are all readily available. This area is rally part of Oak Knolls. However, neither the improvements or home sites, while generous in size, are nearly as pretentious as in Oak Knolls proper. Construction, maintenance and architectural designs are of the highest quality. Both population and improvements are homogeneous. There are still a number of building sites available and the section will continue to develop as a high class residential district for years to come. The area is accorded a “high green” grade.",San Marino 1st+ A-17 4/12/39,
Los Angeles,Los Angeles County,A18,A,Rapidly N/A N/A,"Business and professional men, public officials, Jr. executives, and white collar workers. Income $1800-$5000",0 N/A,0,None apparent,85 N/A,5 and 6 rooms N/A,Frame and stucco N/A,2 years N/A,Good N/A,98% N/A,90% N/A,Largely built since N/A,5000-7500 N/A N/A N/A,1939 5000-7500 N/A N/A N/A,Good N/A,Static N/A,Very sparse in 1935 N/A,45-75 N/A N/A N/A,1939 45-75 N/A N/A N/A,Good N/A,Static N/A,500 $5000-$7500 5 and 6 rooms Readily,0,Few,3,0,Few,Ample,7-1938,49.44,"Terrain level with favorable grades. No construction hazards. Land improved 70%. Deed restrictions are ample and are enforced. Conveniences are all readily available, including interurban transportation to Los Angeles city center. The northern part of the area is a recent subdivision, the southern part was subdivided some 10 or 12 years ago, but up to 3 years ago there was but little activity. During past 3 or 4 years this area has developed into one of the county’s “hot spots”. Construction, which is largely accomplished by FHA Title II financing, is of good standard quality and architectural designs are individually attractive and collectively harmonious. Both population and improvements are homogeneous. An old church, with cemetery surrounding it is situated on the S.P. Ry. between De Sales and San Marino Ave., is a slight drawback to abutting property. The San Gabriel Country Club is a favorable influence. Present indications are that the area will continue its rapid growth and will expand into some of the adjoining vacant districts. This area abuts on area C-46 at extreme northeast corner along Longden Ave., but this is no detriment to property situated there as adjacency to the San Gabriel Country Club more than offsets this disadvantage. Furthermore, home sites in area C-46 at this point are interspersed with attractive citrus groves.",San Gabriel 1st A-18 4/12/39,
Los Angeles,Los Angeles County,A19,A,Rapidly N/A N/A,"Business and professional men, movie and other executives, retired capitalists, etc. Income $7500 and up",0 N/A,0,None apparent,100 N/A,7-10 rooms occupying large grounds N/A,"Frame, stucco and masonry N/A",1 year - new to 4 years N/A,Good N/A,100% N/A,100% N/A,"There is no established market price for this type of dwelling. Construction cost price $12,500 and up. N/A",N/A N/A N/A N/A,1939 N/A N/A N/A N/A,Poor N/A,Static N/A,Not a rental neighborhood N/A,N/A N/A N/A N/A,1939 N/A N/A N/A N/A,-- N/A,-- N/A,15 7-10 rooms $12500 and up Owner built,0,0,3,0,0,Ample,7-1938,49.2,"Terrain: Live oak grove, slightly rolling, with altitude ranging from 650 to750 feet from south to north. No construction hazards. Land improved 20%. Deed restrictions provide for single family structures with a minimum of 2500 sp. Ft. to be constructed under architectural supervision. Racial protection is in perpetuity. Conveniences, including recreational facilities, are all as available as is desirable for an area of this character. This subdivision is part of the 150 year old Rancho Santa Anita which was purchased by the late “Lucky” Baldwin many years ago and is now part of his estate. This area, A20, A21, and A22, have been subdivided during the past 5 years under the supervision and direction of Raymond A. Dorn and Co. of Pasadena, and are considered models for single family residential subdivisions. This are contains 103 home sites, 23 of which have been improved with others in course of improvement. The sites run from 2/3 to 2 acres and are prices from $1950 to $5500. Improvements, maintenance, architectural designs, and charm of location are ideal, and population is highly homogeneous. Adjacent to Area C-41 on the north is not detrimental to this area as differences in terrain, and the heavy growth of walnut trees serve as physical barriers to influence. The improvements along Orange grove Ave. in Area C-41 are for the most part, old but well-maintained mansion type dwellings. The area is accorded a “high green” grade.",Santa Anita 1st+ A-19 4/28/39,
Los Angeles,Los Angeles County,A20,A,Rapidly N/A N/A,"Business and professional men, executives, and retired capitalist. Income $5000-$20000 and up",0 N/A,0,None apparent,100 N/A,7-10 rooms (estate and mansion type) N/A,"Frame, stucco and masonry N/A",2 years (new to 5 years N/A,Good N/A,100% N/A,100% N/A,Lack of sales preclude supplying price bracket. Cost price is from $10000 and up N/A,N/AN/A N/A N/A N/A,1939 N/A N/A N/A N/A,Fair N/A,Static N/A,Not a rental neighborhood N/A,N/A N/A N/A N/A,1939 N/A N/A N/A N/A,-- N/A,-- N/A,"30 7-10 rooms, $10000 and up Owner built",0,0,3,0,0,Ample,7-1938,49.29,"Terrain slightly rolling live oak grove with perceptible grade from south to north. No construction hazards. Land improved 35%. Deed restrictions provide for single family structures with a minimum of 200 sq. ft. to be constructed under architectural supervision. Racial protection is in perpetuity. Conveniences, including recreational facilities, are all as available as is desirable for area of this character. This subdivision is part of the 150 year old Rancho Santa Anita which was purchases by the late “Lucky” Baldwin many years ago and is now part of his estate. This area, A19, A21 and A22 have been subdivided during the past 5 years under the supervision and direction of Raymond A. Dorn and Co. of Pasadena, and are considered models for single-family residential subdivisions. This area contains 224 home sites containing from ½ to 1 acre or more which are priced from $1650 to $3500. The location is one of the great charm. Construction and maintenance are of excellent character. Population is homogeneous and architectural designs are harmonious and of exceptionally high quality. This are is accorded a “high green” grade.",Santa Anita Oaks 1st A-20 4/28/39,
Los Angeles,Los Angeles County,A21,A,Rapidly  N/A N/A,"Business and professional men, executives, retired people. Income $3600-7200",0 N/A,0,None apparent,99 N/A,6-8 rooms N/A,Frame and stucco N/A,1 yr. (new to 3 yrs.) N/A,Good N/A,100% N/A,100% N/A,-- N/A,7500-10000 N/A N/A N/A,1939 7500-10000 N/A N/A N/A,Fair N/A,Static N/A,Not a rental neigborhood N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,-- N/A,-- N/A,"15 6 to 8 rooms, $7500-$10000 Owner buit",1,0,3,0,0,Ample,7-8,49.2,"Terrain rolling and tree covered with gradual slope from north to south. No construction hazards. Land improved 30%. This area consists of platted tract containing 98 building sites or lots, 29 of which are improved. These tracts contain from 1/3 to acre or more. Deeds provide that improvements are limited to singles family residences of not less than 1600 sq. ft. and are to be constructed under architectural supervision, and contain racial restrictions which run-in perpetuity. Building sites are prices from $1450 to $2150. While not quite so high grade as areas A-19 and A-20 the general characteristics are the same (see descriptions of those area).",Lower Rancho Santa Anita 1st A-21 4-28-39,
Los Angeles,NA,A22,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Los Angeles,Los Angeles County,A23,A,Slightly N/A N/A,"Business and professional men, executives and retired people",0 --,0,None,95 N/A,7-10 rooms N/A,Masonry and stucco N/A,8 years N/A,Good N/A,99% N/A,95% N/A,8000-20000 N/A8000-20000,N/A N/A N/A N/A,1939 8000-20000 N/A N/A N/A,Little activity (poor) N/A,Static N/A,Not a rental area N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,N/A N/A,N/A N/A,3 7-10 rooms $12500-20000 Owner built,0,0,3,0,0,Ample,7-1938,52.7,"Terrian: Hillside to hilltop. Some construction hazards. Land improved 20% out of a possile 60%. Deed restrictions run 50 years with provision for renewal. Provides for architectural supervision of plans for improvments and potects against racial hazards. Conveniences are all availabe bu tnot readily so. This area which is some 15 years old has been developed without high pressure promotional effort. has had a steady though moderate growth. Construction and maintenance are of good character and architectural designs are harmonious. Population and imrpovements are homogeneous. The area occupies a sightly location which affords many view locations. Distance from schools and other conveniences is an unfavorable factor but does not greartl handicap as this is a two-car garage neighborhood. The area is accorded a ""low green"" grade.",Pomona 1st- A-23 5-8-39,
Los Angeles,Los Angeles County,A24,A,Rapidly N/A N/A,"Business and professional men, minor executives, white collar workers, etc. Income $2400 to $5000",0 N/A,0,0,100 N/A,5-6 room bungalows N/A,Frame and stucco N/A,1.5 years N/A,Good N/A,99% N/A,99% N/A,4000-5000 N/A,4500-6000 N/A N/A N/A,1939 4500-6000 N/A N/A N/A,Good N/A,Static N/A,Not a rent area N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,-- N/A,-- N/A,30 5-6 room frame and stucco $4500-$6500 Good,0,0,3,0,0,Ample,7-8,52.7,"Terrain: Level with favorable grades and no construction hazards. Land improved 80%. Deed restrictions provide uniform setbacks and minimum cost of improvements. Protects against racial hazards. Conveniences are all readily available. This is a comparatively new subdivision which was placed on the market within the past 5 years. Due to a well-directed sales campaign and the stimulus of the FHA financing this area has been one of the “hot spots” in the eastern part of the County. Construction is of excellent quality and maintenance indicates high pride of ownership. Population is homogeneous and architectural designs are attractive and harmonious. Improvements, consisting largely of Monterey and Spanish type, are of uniform age and placement adding charm to the district. There are no apparent detrimental influences and the area is accorded “medial green” grade.",Pomona ( Ganesha Place) 1st A-24 5-8-39,
Los Angeles,Los Angeles County,A25,A,Moderately N/A N/A,"Professional men, business executives, retired capitalists and wealthy artists. Income $5000-10000 and up",0 --,0,None,60 40,9-10 room 2 story 7 room bungalow,"Brick, stucco, frame Stucco, frame",4 years 2 years,Good Good,100% 100%,100% 100%,Newly developed Newly developed,12500 and up N/A 9000-10000 N/A,1939 1250 and up N/A 9000-10000 N/A,Slow Slow,Stable Stable,Not a rent area Not a rent area,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,N/A N/A,N/A N/A,"25 5 large $30000-35000, 20 7 room $9000 Owner built",0,0,3,0,Very few,Ample within limits,8-1939,52.7,"Terrain: High plateau, level to rolling in west near Palisades. Very little construction hazard. Land improved 15%. Deed restrictions provide for single-family structures, minimum costs ranging from $5000 to $30000, architectural supervision and protects against subversive racial hazards in perpetuity. Conveniences are not readily available, transportation being notably inadequate. This, however, is not a serious handicap in a district of this type. This subdivision was placed on the market some little time ago by the Santa Monica Land and Water Company and is being developed in a very orderly and dignified manner. Construction and maintenance are of the highest type and architectural designs are the last word in the art. Population and improvements are highly homogeneous. Marine and mountain views also add to the desirability of the location. Lot values range from $25 to $30 per front foot with some home sites at much higher prices. The area is separated from adjacent lower grade areas by canyons and steep bluffs. There are no derogatory influences and while low percent of land developed precludes other that a provisions “hatches green” grade, there is every indication that eventually it will merit the highest grade.",Hunting Palisades Hatched 1st A-25 3-6-39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for this hazard.
Los Angeles,Los Angeles County,A26,A,Moderately N/A N/A,"Business and professional men, executives and retired capitlalists. Income $5000-$10000",0 -,0,Apparent,85 15,7-9 rooms Mansion estate type,Stucco  N/A,7 years N/A,Good N/A,99% N/A,95% N/A,10000 and up N/A,10000 and up N/A N/A N/A,1939 10000 and up N/A N/A N/A,Dormant N/A,Static N/A,Not a rental area N/A,N/A N/A N/A N/A,N/A N/A N/A N/A N/A,-- N/A,-- N/A,"15 7 rooms and up, $12500 and up Owner built",1,Very few,3,0,Very few,Ample within limits,8-1939,52.5,"Terrain: Rolling to hillside. Some construction hazards. Land improved 15%. Deed restrictions limit improvements to single-family structures, provide for architectural supervision, and protects against subversive racial hazards. Conveniences are not conveniently available. This well-conceived area was subdivided some 14 years ago and has since experienced a consistent growth. Construction and maintenance are of excellent character and architectural designs are harmonious and adds to the charm of the districts. Population, which is largely in the higher income brackets, and improvements are both homogeneous. Many of the home sites are of acreage proportions and are improved horticulturally with citrus orchards, etc. This location has great charm with abroad view of the Pacific Ocean and Santa Monica Mountains. Even its isolation, while making it inaccessible and remote from conveniences, is a favorable factor in this type of district. This will be partially relieved if the projected roadway down Santa Monica Canyon becomes an accomplished fact. Price bracket shown is nominal as size of homes it governs. Land values, while not generally so quoted, will run approximately $30 per front foot. It is felt that the rather severe deed restriction will probably retard development and that growth will be slow. Owing to the low percent of land improved and lack of definite pattern, the area is according a provisional ‘”hatched green” grade.",Riviera Hatched 1st A-26 3-6-39,Caution: This area is currently affected in whole or in part by an Ad valorem Tax District. Individual properties should be checked for this hazard.
