city,holc_id,name,holc_grade,name_location_grade_number,area_terrain,area_favorable_influences,area_detrimental_influences,inhabitants_occupation,inhabitants_income,inhabitants_foreign_pct_predominating,inhabitants_negro,inhabitants_infiltration,inhabitants_relief,inhabitants_pop_trend,buildings_type,buildings_construction,buildings_avg_age,buildings_repair,buildings_sale_rental_history,area_pct_improved,buildings_occupancy_pct,buildings_ownership_pct,buildings_sales_demand,buildings_sales_price_range,buildings_sales_activity,buildings_rental_demand,buildings_rental_price_range,buildings_rental_activity,buildings_constructed_past_yr_type_price,buildings_constructed_past_yr,mortgage_avial_home_purchase,mortgage_avial_home_building,area_desirability_trend,clarifying_remarks,information_source
East Bay,C10,NA,C,"Oakland, California High Yellow C-10",Level,"Convenience to local and San Francisco transportation, schools and local shopping districts. Good climatic conditions. Many attractive, tree-lined streets.",Older type homes; district showing age.,"Clerical, artisans, store keepers, minor executives","1,500 - 3,500",no concentration 2%,no N/A,undesirables: no,very few,yes ,1 1/2-story and 2-story homes previal,"frame, shingle and stucco",25 years,fair to good,"3,500 - 6,500 5,000 30 - 55 47.5 1933-34 2,500 - 4,500 3,250 65% 25 - 45 20 63% 1937 3,000 - 5,000 3,750 75% 30 - 50 35 76% 1927 102% 1927 100+%",98%,99%,75%,good,"2-story home, 3,750",good,none,"2-story home, 35",good,nothing new,none in 1936,good,limited,down trend gradually to multiple units,"(5-g) Population increasing due to tendency to multiple unit houses. Many of the older, large homes being so coverted. This is a good rental district and there have been few vacancies at any time. Zoned for multiple-family though still predominantly a single-family district. Many small sections of this area could still be graded Blue but the zoning influence and predominancy of old residences in the area as a whole.","Ralph Spencer, City of Oakland, Records of Building Inspector, Ralph E. Prentice. 6/15 7"
East Bay,C11,NA,C,"Oakland, California Yellow C-11",Level; sloping from north to south,"Convenience to local and San Francisco transportation, schools and local shopping districts. Good climatic conditions. In northern part of this area and in south central part, near Woswood Park, the class and condition of the homes could justify the classification Light Yellow.",Older type homes; district showing its age,"Clerical, shop-keepers, wage earners, laborers and rooming house keepers","1,200 - 2,500",latin races 10%,no N/A,a few Oriental store-keepers,occasional,slowly ,"cottages, large two-story homes & flats","frame, shingle and an occasional stucco",30 years,fair to poor,"3,000 - 6,000 4,500 30 - 55 45 1933-34 2,000 - 4,000 2,800 62% 20 - 40 28 62% 1937 2,500 - 4,500 3,250 72.50% 25 - 45 35 78% 1927 102% 1927 100+%",98%,98%,65%,good,"2-flat dwelling, 3,500",good,none,"2-flat dwelling as a unit, 35",good,"homes average 6,400; apartments average 17,500",2 homes and 3 apartments in 1936,limited,limited,"downward, tendency toward rooming houses, etc.","(5-g) Population increasing due to tendency to multiple unit homes and apartment. Many larger homes have been converted into housekeeping apartments. All zoned for multiple-family, except about 6 blocks in northern part of area, which are zoned for two-family residential. (11) Above averages include lot and financing. The new, wide lateral to San Francisco-Oakland Bay Bridge runs along Moss Avenue in the center of this area.","Zura E. Bells; City of Oakland, Records of Building Inspectors Office; Ralph E. Prentice 6/15 7"
East Bay,C12,NA,C,"Oakland, California Low Yellow C-12",Level,Convenience to local and San Francisco transportation; proximity to local shopping centers and Metropolitan area; convenient to schools,"Zoned for multiple units; mixed type buildings; old homes, flats and apartment housed",Heterogeneous: many connected with hospitals in various capacities are residents,Intermediate,"some, but not defined N/A","not known, but a threat N/A","Business, rather than undesirable inhabitants",some,"increasing, owing to multiple-family dwellings ",large old homes,1 and 2-story frame,20 to 50 years,poor,single family dwellings so influenced by land values that comparative prices are not feasible. Area runs heavily to apartment houses of medium grade.                  1926 N/A N/A N/A,95%,99%,few,single-family: none,largely determined by land value,poor,good,"6-rm home, 35",good,"Apartment house costing approximately 40,000 including lot & financing",1 apartment house 1936,limited,limited,downward for residential,"The largest hospitals in Oakland are in this area; doctor's offices and nurses' home occupy part of this area. This is a border-line area, largely zoned for business. Land values represent largest part of the value of single-family residences. If this area were not a border-line case, it might with propriety, be graded High Red (D) or designated as a business area; but on account of predominances of old single-family residences and absence of undesirable racial elements, has been accorded a Low Yellow (C) grading.","Zura E. Bells; City of Oakland, Building Inspectors Office Records; Ralph E. Prentice 6/15 7"
East Bay,C13,NA,C,"Oakland, California Yellow C-13",Rolling,"Convenience to local and San Francisco transportation, schools and local shopping centers. In northern part of this area there are attractive tree-lined streets and better class homes; this part of area might be classed Low Blue.",Older homes of more or less heterogeneous appearance and types prevail,"artisans, store-keepers, minor executives and professionals","1,200 - 3,000",latin races 5%,no N/A,A few Oriental store-keepers,occasional,slowly ,1 and 2-story homes,frame predominates,22 (10 to 35) years,fair to good,"3,000 - 6,500 4,750 33 - 60 47.5 1933-34 2,250 - 4,000 3,000 63% 22.5 - 40 30 63% 1937 2,500 - 5,000 3,500 74% 25 - 47.5 35 74% 1927 102% 1927 100+%",98%,98%,65%,good,"6-rm home, 3,500",good,none,"6-rm home, 32.50",good,"5 and 6-rm averaging 4,900",6 new homes 1936,ample,limited,static: closed-in location will maintain demand,"Tendency toward multiple unit buildings is cause of population increase. Zoned two-family, or multiple-family area, except about eight blocks in northern part of area; this latter would be considered Low Blue except for proximity to cemetary and influence of nearby two-family zoning","Zura E. Bells; City of Oakland, Records of Building Inspectors Office; Ralph E. Prentice 6/15 7"
East Bay,C14,NA,C,"Oakland, California Low Yellow C-14",Rolling,"Convenience to local and San Francisco transportation, schools; walking distance to downtown Oakland. Type and upkeep of many homes, especially in northeastern part of area, would warrant designation of High Yellow",Older type (heterogeneous) homes and flats. Houses showing age.,"artisans, store-keepers, white collar workers","1,250 - 2,500",no concentration N/A,3 families (Harrison Street) 1/5%,Colored and Asiatics: Threat,very few,yes ,one and two-sotry homes and flats,frame and shingle,28 years,fair,"3,000 - 7,500 5,000 30 - 55 47.5 1933-34 3,250 - 4,000 3,000 60% 32.5 - 40 30 63% 1937 2,500 - 5,000 3,750 75% 25 - 47.5 37.5 79% 1927 102% 1927 100+%",99%,98%,50%,fair,"6-rm home, 3,750",fair,good,"6-rm home, 35",fair,none,none in 1936,limited,limited,static: trend to apartment houses,"This area is zoned for multiple residential units. However, a great proponderance of the improvements are single-family homes. There are many substantial residences in the area, particularly in the upper part and a new lateral to the San Francisco-Oakland Bay Bridge which runs through and along this section; adds to its attractiveness. In the lower part of the area, particularly along Harrison Street, the houses leave much to be desired, both from the standpoint of construction and maintenance. There are a few Negro and Oriental families occupying this section and it is believed that it is only a matter of time before it is given up to apartment houses. This is a border-line area: there are many old single-family residences mixed with the apartment houses and business buildings which occupy the ungraded district to the south.","Zura E. Bells; City of Oakland, Building Inspectors Office Records; Ralph E. Prentice 6/15 7"
East Bay,C15,NA,C,"Oakland, California Yellow C-15",Rolling; level along lake front,"Convenient to local and San Francisco transportation; walking distance to Metropolitan center. Convenient to schools, shipping and recreational centers. Fine type and construction of apartment houses.","Zoned for multiple unit apartment houses, which are detrimental to the individual homes in the area. Mixed heterogeneous type of buildings.","clerical, professional and executives","1,500 - 10,000",no concentration ,one wealthy family 25,lower grades: no,none known,very slowly ,"predominance of fine apartment houses & old, large homes. `","Masonry, stucco & frame",25 years or more,good,"6,000 - 11,000 8,500 50 - 100 75 1933-34 3,500 - 6,500 5,000 59% 35 - 55 45 60% 1937 4,000 - 8,500 6,500 76.50% 40 - 80 57.5 75% 1927 102% 1927 100+%",95%,98%,35%,good,8 to 10-rm home,fair,good,"8 to 10-rm home, 60",fair,"duplexes average 9,000 including lot and finance",2 duplexes in 1936,limited,limited,"Down for residential, up for apartment houses","This area encompasses Lake Merritt, Lakeshore Park, and two new business districts, which are more than local shopping centers. This is considered Oakland's finest apartment house district and high land values (50 to 200 per front ft.) practically prohibit single-family residential construction here. There have been no large apartment houses built in the area for several years, but it is evident that with the increased housing demand which exists that it is only a matter of time before there is a renewall of activity in this type of construction. If and when this occurs, the single-family homes will be gradually demolished and multi-family dwellings will take their place. Land values govern prices to such an extent, that comparative values of single-family residences are extremely difficult.","Zura E. Bells; City of Oakland, Building Inspectors Office Records; Ralph E. Prentice 6/15 7"
East Bay,C16,NA,C,"Oakland, California High Yellow C-16",Rolling and hilly; characterized by steep view lots. Streets platted to minimize grades.,"Park-like, tree studded hillsides and fine view; poor local and San Francisco transportation","Distance to Metropolitan center, schools, shopping district; poor local and San Francisco transportation","laborers, artisans, clerical and white-collar employees","1,200 - 2,000",various N/A,no N/A,lower grades: no,considerable,moderately ,"cheap, modern detached cottages",frame,8 to 10 years,fair,"2,250 - 3,750 3,000 22.5 - 37.5 30 1933-34 1,250 - 2,500 1,750 58% 15 - 25 17.5 58% 1937 1,800 - 3,000 2,250 75% 20 - 30 24 80% 1927 102% 1927 100+%",25%,99%,90%,fair,"4-rm cottage, 2,250",fair,poor,"4-rm cottage, 25",fair,"5-rm cottages average 3,750",17 homes in 1936,limited,limited,Upward; one of the rapidly growing outlying districts,"(10-a) Rental demand is seasonal: quite a demand in summer; poor in winter. (13) Better transportation and schools for this area, should create an increase in demand for homesites. One of the prettiest home locations in East Bay. District known as Merrywood. Low land occupancy and better type of new construction indicate higher grading at some future time, possibily in the course of next few years. Unoccupied district adjoining on the east has been hashed Blue. There are a number of Veteran Welfare Board purchases and F.H.A. loans in this area","Thomas F. Watson; City of Oakland, Building Inspector's Office Records; Ralph E. Prentice 6/15 7"
East Bay,C17,NA,C,"Oakland, California Yellow C-17",Rolling,"Convenience to local and San Francisco transportation, Oakland High School, local shopping area. Convenient to down town Oakland.","Older, mixed type homes and apartment houses; zoned for multiple-family residences",N/A,N/A,no concentration N/A,no N/A,no,a few,slowly ,cottages: two-story and multi-family,frame and stucco,approximately 25 years,fair,Land values govern prices to such an extent that comparisons are valueless                  N/A N/A N/A N/A,N/A,N/A,N/A,good,N/A,N/A,N/A,N/A,N/A,bungalows and duplexes,"2 homes in 1936, 10 duplexes in 1936",limited,limited,downward for single-family residences,"(11) The two new homes built in 1936 averaged 7,500 in value and the duplexes averaged 12,000 including lot, financing, etc. Most of the duplexes were built along Park Boulevard and Ivy Drive. Also in this area are a number of fine apartment houses several stories high. Apartment house district; single-family homes are usually old. This area is somewhat similar to C-15, but homes are poorer and less pretentious than homes in C-15. Also there are fewer apartment houses.","City of Oakland, Building Department; Ralph E. Prentice; Thomas F. Watson; Ralph A. Knapp 6/15 7"
East Bay,C18,NA,C,"Oakland, California Low Yellow C-18",Level,"Convenient to local and San Francisco transportation, schools and shopping centers; western portion within walking distance to downtown Oakland",Old houses and flats of run-down appearance. Zoned for multi-unit houses. Older type flats prevail.,"Laborers, shop-keepers, rooming-house keepers","1,200 - 2,000",various 15%,3 families 1/10%,orientals shop-keepers,numerous,slowly ,2-family flats predominate; some single-family homes,frame,30 years,poor,"5,000 - 7,500 6,500 50 - 70 60 1933-34 2,250 - 3,750 3,000 40% 32.5 - 42.5 35 55.50% 1937 2,000 - 4,000 3,500 53% 32.5 - 47.5 40 57% 1927 102% 1927 100+%",97%,97%,50%,fair,"2-family flat, 3,500",poor,fair,"1 flat, 18 to 25",fair,6-rm houses,8 new homes and 10 apartment houses 1936,limited,limited,downward,"Sales and rental prives of flats have not recovered in the same proportion as single-family homes. (11) New homes averaged 7,200 in value, including lot and financing; these were consdiered over-improvements for area; the building permit for one apartment house was 13,000 plus lot and financing, which made total cost 17,500. In the southeastern part of this area was located the old town of Brooklyn, where the Alameda County Court House was located in 1873 (Following its removal from the town of San Leandro.) This is a border-line area.","City of Oakland, Building Inspector's Office Records; Ralph E. Prentice; Ralph A. Knapp 6/15 7"
East Bay,C19,NA,C,"Oakland, California Yellow C-19",Rolling,"Convenience to local transportation, schools and local shopping centers","Proximity to area infiltered by Negroes. Zoned for multiple-family houses. Heterogeneous mixture of large old homes, cottages and two-story flats","Wage earners, clerical, shop-keepers","1,200 - 2,000",various 15%,slight infiltration 1/10%,lower classes: yes,numerous, ,"cottages, two-story homes and flats",frame or shingle,22 (10 to 35) years,poor,"2,750 - 5,500 4,000 28 - 50 40 1933-34 1,800 - 3,250 2,500 62.50% 18 - 32.5 25 62.50% 1937 2,500 - 4,000 3,000 75% 25 - 40 30 75% 1927 102% 1927 100+%",92%,98%,50%,fair,"5-rm cottage, 3,250",fair,good,"5-rm cottage, 30",good,"cottages average 4,200; duplexes average 5,700",3 new homes and 2 duplexes 1936,limited,limited,downward due to infiltration and age,"In northern and southeastern part of this area the homes are predominantly modern, bungalow type. The more modern homes have increased to around 80% of 1936 values (instead of 75% average). This district was originally a separate town known as Fruitvale. It is now generally considered part of the Fruitvale District, which also included B-23, 24, 25, 26 and 27 and C-20 and 23.","Ralph A. Knapp, City of Oakland Records of Building Inspector; Ralph E. Prentice 6/15 7"
East Bay,C20,NA,C,"Oakland, California Yellow C-20",Level,"Convenience to San Francisco and local transportation, shopping centers and schools. Good Catholic School in west central part of area",Old homes predominate. Indication of infiltration of undesirables. Zoned for two-family and multiple-family residences.,"Shop-keepers, white-collar employees, service workers","1,200 - 2,500",Latin races 8%,"no, but there is threat N/A",lower classes: threat,occasional,slowly ,"mixed, although 5 & 6-rm bungalows prevail",frame,25 (12 to 35) years,fair,"2,500 - 5,500 4,000 25 - 45 37.5 1933-34 1,500 - 3,250 2,350 59% 15 - 30 22.5 60% 1937 2,000 - 3,750 2,200 70% 20 - 35 27.5 73.50% 1927 102% 1927 100+%",98%,98%,80%,fair,"5-rm cottage, 3,000",fair,good,"5-rm cottage, 27.50",good,"bungalows average 4,500 including lot, etc.",5 homes 1936,limited,limited,static to downward (due to detrimental influences),"In the southwestern part of this area, there are several blocks which except for above mentioned detrimental influences, could be classed as High Yellow. Area generally known as Lower Fruitvale District.","Ralph A. Knapp, Building Inspector's Office, City of Oakland; Ralph E. Prentice 6/15 7"
East Bay,C21,NA,C,Oakland Yellow C-21,Rolling,Very equitable climate; convenience to grammar and junior high school. Zoned for one-family residential,Inadequate transportation; distance to local shopping centers and high school,"Clerical, white collar employees, shop keepers, artisans","1,200-2,200",Latin & Nordic (Nationality) 5,No ,undesirables: No,Very few,Moderately ,4 and 5-room detached cottages,Frame: some stucco,12 (10 to 25) years,Fair,"2,500-5,500 3,500 22.50-45.00 35 1,935 1,500-3,250 2,100 60 15.00-30.00 21 60 1937 2,000-4,000 2,750 79 20.00-35.00 27.5 78.5 1927 102 1927 100+",55,99,90,Good,"5-rm cottage $3,500.00",Fair,Fair,6-rm cottage - 25.00,Fair,"5-rm stucco $6,000.00",10 homes in 1936,Good,Good,Upward,Small percentage of land occupancy will invite new building activity in upper part of this area. Area generally known as UPPER FRUITVALE DISTRICT,"Arthur L. Goard, Building Inspector, City of Oakland: Ralph E. Prentice 6/15 7"
East Bay,C22,NA,C,"Oakland, California Yellow C-22",Level,"Convenience to schools, local shopping district and local transportation. Equitable climate.",Distance to San Francisco transportation. Mixture of old and modern cottages with old cottages predominating. Zoned for two to four-family residential.,"White-collar employees, shop-keepers, artisans","1,200 - 2,200",Latin & Nordic N/A,no N/A,lower grades: yes,occasional,moderately ,"single-family 1-story, detached","frame (older), stucco (modern)",18 (10 to 35) years,fair,"2,500 - 5,000 3,750 25 - 45 37.5 1933-34 1,500 - 3,250 2,250 60% 17.5 - 32.5 22.5 60% 1937 2,000 - 3,000 3,000 80% 22.5 - 40 30 80% 1927 102% 1927 100+%",95%,98%,80%,fair,"5-rm modern, 3,250",fair,good,"5-rm modern, 30",good,"5-rm tucco average, 5,000",16 homes 1936,limited,limited,"static to downward, due to detrimental influences",Many homes in northern and central part of area are similar in type and age to those of C-21. Population increasing due to gradual evolution to multiple unit residential. This area is generally known as Fruitvale (formerly the old town of Fruit Vale). The northern part of the area is locally known as the Dimond District.,"Arthur L. Goard, Building Inspector, City of Oakland, Ralph E. Prentice 6/15 7"
East Bay,C23,NA,C,"Oakland, California High Yellow C-23",Level,"Covenient to local shopping districts, schools, local transportation. Southern part of area convenient to San Francisco transportation. Very equitable climate.","Zoned for two to four-family residential in practically all of area. Predominance of older type houses, beginning to show their age. There are very few duplexes in the area and practically no four-family dwellings.","White-collar employees, service workers, artisans","1,500 - 3,000",Latin & Nordic 5%,two families 1/2%,lower grades: no,very few,moderately ,single-family detached,"older homes: frame, rustic; modern homes: stucco",20 (8 to 30) years,good,"3,500 - 6,000 4,800 35 - 55 47.5 1933-34 2,500 - 4,000 3,000 62.50% 25 - 35 30 63% 1937 3,000 - 4,500 3,750 78% 30 - 45 37.5 79% 1927 102% 1927 100+%",95%,99%,85%,good,"5-rm modern home, 3,750",good,good,"5-rm modern home, 32.50",good,"5 & 6-rm stucco, 5,000",13 homes 1936,ample,ample,static to downward,"This area includes Steinway Terrace and Bartlett Street Additions, both of which would have been classed as Blue a few years ago and are still well thought of. In northern and northeastern part, homes are modern. The two Negro families are residents of this part of the area, along the low street, Courtland Avenue, which runs parallel to a creek. In the southwestern section of this area, between Harrington Avenue and Thirty Fifth Street and extending from Meadow Street to Foothill Boulevard, dwellings are of a poorer quality and this section might almost be classified as a ""Low"" Yellow","W. B. Kyle; Arthur L. Goard, Building Inspector, City of Oakland; Ralph E. Prentice 6/15 7"
East Bay,C24,NA,C,"Oakland, California Yellow C-24",Level,"Convenience to grammar schools, local transportation and local shopping center. Very equitable climate.",Distance to high school and San Francisco transportation; mixture of older type homes and modern cottages; heterogeneous; some infiltration of Negroes and Orientals in south part of area along the business district on 38th Avenue,"Service workers, shop-keepers, tradesmen","1,200 - 2,000",Latin & Nordic 5%,"yes, three families 1/10%",oriental store-keepers,occasional, ,single-family cottages prevail,older: frame; modern: stucco,13 (10 to 30) years,fair,"2,250 - 5,500 3,500 22 - 45 35 1933-34 1,500 - 3,250 2,100 60% 15 - 30 21 60% 1937 2,000 - 4,000 2,550 76% 20 - 35 27.5 79.50% 1927 102% 1927 100+%",95%,99%,90%,fair,"5-rm cottage, 3,000",fair,good,"5-rm cottage, 27.50",good,"good 6-rm home, 6,000",1 home 1936,ample,limited,static,"In central part of this area, below Hopkins Street, the homes are modern, but of cheap construction. This area is now known as the Laurel District (after the Laurel Grammar School, which is located one block north of Hopkins Street on Patterson Ave.)","Arthur L. Goard, Building Inspector, City of Oakland; Ralph E. Prentice 6/15 7"
East Bay,C25,NA,C,"Oakland, California High Yellow C-25",Rolling; slopes downward from northeast to southwest,Very equitable climate; convenient to grade schools. Hills in northeastern (upper) part of the area afford excellent view. Zoned for single-family residential.,"Lack of adequate transportation to San Francisco; distance from high schools and shopping centers. Heterogeneous mixture of good, modern and new homes and older type cottages.","clerical, shop-keepers, white-collar workers, artisans","1,500 - 2,500",latin 6%,no N/A,undesirables: very few,very few,rapidly ,mixed: older cottages and modern bungalows,"frame, stucco",12 (new to 35) years,good,"3,200 - 6,000 4,500 30 - 50 42.5 1933-34 1,600 - 3,750 2,500 58% 17.5 - 35 25 59% 1937 2,000 - 5,500 3,450 77% 22.5 - 40 32.5 77% 1927 102% 1927 100+%",50%,98%,90%,good,"5-rm modern, 3,750",good,good,"5-rm modern, 30",good,"5-rm stucco, 5,250",34 homes 1936,ample,ample,"Upward, due to present small percentage of land occupancy and new construction","Upper part of this area, due to many new houses, could be classed as Low Blue. Entire new blocks of homes are under construction in this district, southeast of intersection of High and Tompkins. Howver, mixture of older, cheaper homes and low salaried employees, prehibit grading entire area higher than High Yellow. Walter Gabriel is building forty new homes to sell for approximately 5,000 to 5,200; bought low-lying lots because they were cheap. Under the circumstances, this is thought to be an over-improvement, but he feels that this amount of new construction will be effective in grading the area up. This area is generally known as the High Street District.","The F.H.A.; Walter N. Gabriel; Arthur L. Goard, Building Inspector, City of Oakland; Ralph E. Prentice; James H. Stafford 6/15 7"
East Bay,C26,NA,C,"Oakland, California Yellow C-26",Level,"Covenience to schools, San Francisco and local transportation; local shopping centers.",Negro families nearby - to south. Zoned for two family residential. Heterogeneous type of homes.,"white-collar workers, shop-keeprs, service employees","1,200 - 2,000",latin races 5%,not yet N/A,lower grades: threat,occasional,slowly ,detached 1-story cottages,frame and stucco,16 (10 to 25) years,good,"3,000 - 5,500 4,250 30 - 50 42.5 1933-34 2,000 - 3,000 2,500 59% 20 - 30 25 59% 1937 2,500 - 3,500 3,100 73% 25 - 35 30 71% 1927 102% 1927 100+%",95%,98%,80%,fair,"5-rm home, 3,000",fair,good,"5-rm home, 27.50",good,"5-rm stucco, 5,000",6 homes 1936,limited,limited,static to downward,"Recovery of rent and market prices in this area have not been as great as in many other areas. The demand for homes in this area is somewhat limited. This area is not highly regarded by mortgage institution officials; however, F.H.A. does not seem to hesitate to guarantee loans here.","W. B. Kyle, Building Inspector, City of Oakland; Ralph E. Prentice 6/15 7"
East Bay,C27,NA,C,"Oakland, California Yellow C-27",Rolling - steep hills in northern part of area,Convenience to schools and local transportation and local shopping district,Distance from Metropolitan center; several blocks to San Francisco transportation,"laborers, white-collar workers","1,200 - 2,000",no concentration N/A,no N/A,lower grades: threat,occasional,slowly ,detached 5-rm cottages,frame and stucco,12 (10 to 18) years,fair,"3,250 - 4,000 3,000 22.5 - 40 30 1933-34 1,300 - 2,500 1,800 60% 15 - 25 18 60% 1937 1,800 - 4,500 2,400 80% 18 - 40 25 82+% 1927 102% 1927 100+%",40%,98%,80%,fair,"5-rm detached 3,500",fair,fair,"5-rm detached, 25",fair,"5 & 6-rm stucco -5,250",6 new homes 1936,limited,limited,"stable: possibily upward in upper part of area, where much vacant land will attract new building activity","There were several homes built in this area recently, averaging in sale price 5,250. These, however, are thought to be over-improvements, but do not tend to distort the average current range of sales values as these few new homes were not included on 1937 range. (8) In the lower and central part of the area, land occupancy is about 80%, whereas in extreme northern part, along ridge of hills, the occupancy is only 5% to 10%. It has been difficult to grade this area and many different opinions are help relative to its future.","Walter N. Gabriel, Building Inspector, City of Oakland; Ralph E. Prentice 6/15 7"
East Bay,C28,NA,C,"Oakland, California Yellow C-28",Level,"Convenient to local and San Francisco transportation, local shopping districts, schools; convenience to Chevrolet Motor Company, employing hundreds of men","Proximity to cemetery in northwest part of area; mixture of attractive bungalows and cheap type cottages, many of the latter being old and run-down in appearance.","Laborers, white-collar workers","1,200 - 2,000",no concentration N/A,no N/A,lower grades: threat,occasional, ,5-rm detached cottages,frame and stucco,12 (10 to 25) years,fair to poor,"2,500 - 4,500 3,250 25 - 45 32.5 1933-34 1,500 - 2,750 2,000 60% 15 - 27.5 20 60% 1937 1,800 - 4,000 2,500 80% 20 - 32.5 25 79% 1927 102% 1927 100+%",95%,99%,70%,fair,"5-rm detached, 2,500",fair,good,"5-rm detached, 25",good,"5-rm stucco, 4,250",3 new homes 1936,ample,ample,"static for a time, then downward","This area of medium class homes is in good demand from class of workers such as Southern Pacific employees and others who must use Southern Pacific Electric Lines for fast transportation to their work; also for employees of the Chevrolet Plant. This area, which is outlined to include the fringe of residential streets around a cemetery and the Fisher Body Plant of the Chevrolet Motor Company, also contains a business district of some importance. Homes in this area will be in deman as long as the auto body plant is in active operation. Unplatted part of this area, between Seventy Ninth and Olive, new city owned; to be developed into Arboya Viego Recreational Center; contains seventeen acres","W. B. Kyle, Building Inspector, City of Oakland; Ralph E. Prentice 6/15 7"
East Bay,C29,NA,C,"Oakland, California High Yellow C-29",Level in lower half; sloping upward from south to northeast in upper half; quite steep in uppermost part,"Convenience to schools and San Francisco transportation in southern half of the area. A very fine view in upper half. Excellent climate. Western portion of area, convenient to Chevrolet Plant, which employs hundreds of men.","Inharmonious appearance of homes; many mixed types; distance from center of Metropolitan area. Lack of adequate transportaiton facilities from upper part of area. Lack of local shopping centers; chain stores and small groceries are only available, except in western part of area around Chevrolet plant, which has a good local shopping center.","clerical, skilled labor","1,000 - 1,800",latin races 5%,yes: very little 1/10%,dark Portuguese,occasional: 1% to 2%,moderately ,cheap modern detached cottages,frame or stucco,12 (10 to 20) years,fair,"2,500 - 4,500 3,250 27.5 - 40 35 1933-34 1,500 - 2,500 2,000 62% 18 - 25 21.5 61.50% 1937 1,800 - 3,000 2,400 74% 20 - 30 25 71% 1927 102% 1927 100+%",50%,98%,85%,fair,"fair 5-rm, 2,500",fair,none,"fair 5-rm, 25",fair,"5-rm stucco bungalow averaging 4,250 including lot",15 homes 1936,fair,fair,"in general, upward for some time to come","Two or three Negro families occupy shacks in sparsely settled southeastern part of this area. Lack of adequate restrictions may bring others in the future. (6-b) In upper half of this area there are a great many stucco bungalows, which if concentrated, would be of High Yellow or even Low Blue. (7) This average does not include new construction, but for comparison, consideres homes extant in 1929. (11-a) Several of the better type stucco bungalows now under construction scattered throughout area. In fact, three blocks in northeast corner, along 106th-107th and Barrett Streets, have all the appearance of Low Blue, but are in close proximity to the Fageol Motor Plant. This area, which is a mile and a half wide, has been developed in a very haphazard manner. While not feasible at present, in time it should be broken down and regraded. There were many building and loan foreclosures in this part of the area and in 1933, 50% of the homes were vacant. The upper part of the entire area is sparsely built up. This area is generally known as East Oakland. In southwest central part, local designation is the Castlemont District (after Castlemont High School)",N/A 6/15 7
East Bay,C30,NA,C,"Oakland, California Yellow C-30",Level,"Covenience to local and San Francisco transportation, local shopping areas and schools",Distance to Metropolitan area; heterogeneous types of homes and cottages; mizture of old and modern; possibility of infiltration of lower grade residents. Zoned two-family residential,"Laborers, service employees, white-collar employees","1,200 - 2,000",various 7%,"no, but a threat N/A",lower grades: threat,occasional,moderately ,detached cottages,frame; some stucco,18 (new to 30) years,fair,"2,750 - 5,000 4,000 27.5 - 47.5 40 1933-34 1,800 - 3,000 2,400 60% 20 - 30 25 62.50% 1937 2,300 - 3,500 2,900 72.50% 25 - 35 30 75% 1927 102% 1927 100+%",80%,98%,80%,fair,"5-rm modern cottage, 2,750",fair,fair,"5-rm modern cottage, 25",fair,"5-rm stucco bungalow averaging 4,500 including lot",34 homes 1936,limited,limited,static; possibly downward,"There are many modern, attractive stucco bungalows in this area, but not sufficiently concentrated to justify high rating. (7e) This range does not include new construction, mentioned in line 11, but considers the type of home which were extant in 1929, for comparison. This area is generally known as East Oakland. This is a large, irregular shaped area and should in time be broken down and regraded. The treatment which has been accorded it, however, seems best for the present, pending development of better defined trends","W. B . Kyle; Building Inspector, City of Oakland; Ralph E. Prentice 6/15 7"
East Bay,C31,NA,C,"San Leandro, California Yellow C-31",Level to rolling in upper part of area,Convenience to schools and recreational area; fairly convenient to San Francisco transportation,"Poor local transportation and distance to Metropolitan area. No nearby shopping area, except for one to two chain stores.","clerks, laborers","1,000 - 1,800",latin races 5%,no N/A,remote,occasional,slowly ,cheap modern cottages,frame; stucco front,9 years,fair to poor,"3,000 - 4,000 3,350 30 - 40 33 1933-34 1,750 - 2,250 2,000 60% 17.5 - 25 20 61% 1937 2,000 - 2,750 2,400 72% 20 - 30 24 N/A 1927 102% 1927 100+%",60%,98%,75%,poor,"fair: 5-rm, 2,250",poor,non,"good: 5-rm, 22.50",fair,very little,very few,poor,fair,"stable, at low-medium prices","This is an area of cheaply constructed homes, financed in 1926-1928. There were many foreclosures in this area in 1932-1933, and the district has not fully recovered, and will never show any marked degree of recovery as houses being built now are in better areas and of better class. This area looks somewhat ""run down"". Very little home building during last year. This might with propriety have been included in C-29, were it not for the fact that it is situated in the City of San Leandro.",Edward J. Johnson; City of San Leandro Officials; Ralph E. Prentice 6/15 7
