city,holc_id,name,holc_grade,area_description
San Francisco,D3,NA,D,"This large area of 125 blocks or more slopes gradually from northwest to southeast. It is what might be termed the ""melting pot of the West"" and is the nearest approach to a slum district in San Francisco. It has a highly congested population consisting of Japanese, Russians, Mexicans, Negroes, etc. having a very low income level. In the north-central part of the area is the largest concentration of Japanese in the City, and Negroes predominate in its northwest section. The southern part is much less affected by the racial situation which has been described, and has many of the qualities of Area D-4. The area is approximately 100% built-up and has a population density estimated to run up to as high as 100,000 to the square mile. The percentage of owner-occupied is very low, and vacancies are numerous with an average of over 10%. About 50% of the area is zoned second-residential, the balance being given over to the business and light industry. There are very few single-family residences in the area, and they are invariably very old. The area is well provided with schools, transportation facilities, and recreational areas. Only one mortgagee institution was found who would even consider residential loans in this neighborhood, and they will only consider applications on the basis of land value. A standard six-room house in this area would probably have sold for $4250 in 1929, $2740 in 1933, and is currently selling for $3500. The same home would have rented for $40 in 1929, $25 in 1933, and $32.50 now."
San Francisco,D4,NA,D,"This area of some 43 blocks is undulating in topography and is situated on the border of the business district. It is immediately south of the densely populated D-3 area from which there is a constant threat of undesirable racial infiltration. However, there are no concentrations existing at the present time. Inhabitants of the area consist largely of small business men, ""white collar"" workers, skilled and semi-skilled artisans etc., having incomes ranging from $1200 to $3000. There are very few single-family residences in the area which is zoned second-residential and business. Improvements consist largely of middle-class apartments and flats with a strong tendency toward a better grade of apartment houses. In the area is located one of the State Normal Schools, and the new U.S. Mint is also under construction. The single-family residences in the area are from 40 to 50 years old, and had a cost range when new of from $3500 to $7500. They are 70% owner-occupied with a 5% vacancy. Schools, transportation facilities, and recreational areas are favorably located, and its nearness to the shopping centers is also an advantage. The area is 100% developed and a high assessed value of lands would seem to preclude any new construction of single-family residences. But very few mortgagee institutions will consider loans on one to four-family units, and any such loans would be hazardous except upon the basis of land value. A standard six-room house in this area would have sold for $4500 in 1929, $3000 in 1933, and is currently selling for $3750. The same home would have rented for $45 in 1929, $30 in 1933, and $37.50 now."
San Francisco,D5,NA,D,"This area of some 73 blocks surrounds Russian Hill on three sides, and contains a heterogeneous mixture of industry, business, hotels, apartments, and flats, with a generous sprinkling of old residences many of which are in use as boarding or lodging houses. Much of the northern and eastern section is given over to business and industry. The southwestern section contains a large part of what is known as Nob Hill which is occupied by many high-grade apartment houses, hotels, etc. The far-famed Chinatown of San Francisco adjoins this area on the east and southeast, but owing to the topography this is not thought to constitute an undue threat. This area suffered the heaviest damage in the City at the time of the earthquake and fire of 1906 and has been practically all rebuilt since that time. This is a distinctly Italian area insofar as one to four-family units are concerned, and many of the old Italian families have homes here. Single-family residences have an average age of 25 years and are valued at from $4,000 to $15,000 being 75% owner-occupied with a very few vacancies. The area is 95% developed and there is a distinct threat of encroachment by business and apartment houses. Schools of all grades are conveniently near, and transportation facilities are excellent. It also has the advantage of being near the business and shopping centers. High assessment values makes single-family residential ownership a burden, and none of the mortgagee institutions entertain applications for loans on one to four-family units in this area except in the extreme northern part and then upon very much modified terms. A standard six-room house in this area would have sold for $6500 in 1929, $5,000 in 1933, and is currently selling for $5750. The same home would have rented for $65 in 1929, $45 in 1933, and $55 now."
San Francisco,D6,NA,D,"This area is made up of low rolling hills with gentle slopes. There are approximately 65 blocks contained therein, which are 60% built-up. The inhabitants consist of laborers, factory workers, and ""white collar"" workers, with an income range of from $1200 to $2,000. No racial concentrations exist, no is there any threat of such a condition in the future; however, many of the inhabitants are of foreign extraction and belong to the so-called lower levels of society. Maintenance is fair in the certain spots in the area, but, generally speaking, there is but little pride of ownership in evidence. Development in this area has been slow and undirected and has extended over the past 30 years. The improvements are a heterogeneous mixture of single-and multi-family, low-cost homes and bungalows, constructed of frame, shingle and stucco, and having a cost range of from $2,000 to $4,000, and an average age of 20 years. This area is zoned first-residential, with the exception of a strop along Capitol and Plymoth Streets which is zoned for business. Homes are approximately 80% owner-occupied, 15% rented, and 5% vacant. Schools of all grades and transportation facilities are conveniently available. Balboa Pakr joins the area on the north, and Ocean View Playgrounds is in the area, both of which add to desirability. However, a gravel pit and car barns which adjoin on the northeast, and the railroad spur tracks which bound and traverse the area constitute detrimental influences. Newer construction is of a better quality than the older improvements, and an upward trend is indicated. Demand for property in this location is limited and mortgagee officials express the belief that while good loans can be made in the area on modified terms, great care should be exercised in making commitments. A standard six room house in this area would have sold for $4750 in 1929, $3500 in 1933, and is currently selling for $4,000. The same home would have rented for $45 in 1929, $32.50 in 1933, and $40 now. "
San Francisco,D7,NA,D,"This area consists of approximately 35 blocks and is 75% built-up. It is of a generally rolling topography, sloping to the southeast and having some hills and bluffs in the northern part. The inhabitants are, for the most part, laborers and factory workers, with some skilled artisans, and the income range is from $1,000 to $2500. There are no racial concentrations but the majority of those dwellings within the area are of the lower social strata. Maintenance is generally only fair, but certain individual properties evidence some pride of ownership. The area is 35 years old and is still developing. The improvements are a heterogeneous mixture of single and multi-family residences of varied types of construction and architectural design. A few fractional blocks in the southeastern part are zoned for business, and the rest of the area is zoned first-residential. The area is 75% owner-occupied, with approximately 3% vacancies. Schools of all grades, parks, and recreational areas are conveniently located, but transportation facilities are only fair. The climatic condition is good. There is evidence of an upward trend in this area, as newer construction is of distinctly better quality. Mortgagee officials are of the opinion that good loans upon modified terms may be made in the area if care is exercised. A standard six-room house in this area would have sold for $5,000 in 1929, $3750 in 1933, and is currently selling for $4250. The same home would have rented for $47.50 in 1929, $35.00 in 1933, and $40,00 now."
San Francisco,D8,NA,D,"This area of some 60 blocks which are 95% built-up lies to the west of Valencia Street and is part of what is known as the Mission District. It has comparatively level topography. The area as a whole is 45 years old, and its inhabitants include people from almost every stratum of society. It is occupied by laborers and factory workers with incomes of from $1000 to $2000 and by ""white collar"" workers, city employees, and shop-keepers with incomes ranging from $1500 to $3,000. There is no racial concentration, but people of Irish extract might be said to predominate. There is no immediate threat of undesirable racial infiltration but such an eventually is distinctly possible. Maintenance in the area is extremely varied and spotted. Some of the intermingling blocks show distinct pride of ownership, while others are indicative of slum conditions. Single-family residences range in value all the way from $2,000 to $7500, and consist of varied types of architecture and construction. The area is zoned second-residential but many blocks are given over to business. Multi-family dwellings, flats and apartments abound throughout the area, and that part lying north of 18th Street might almost be classed ""commercial"" as it contains but few single-family dwellings and a large percentage is given over to business; many shops, markets, and stores, and a few semi-industrial establishments being located here. Single-family dwellings are 70% owner-occupied with about 25% tenancy, and 5% vacancy. Schools and transportation facilities are conveniently available, and parks and recreational areas are near. The Mission Dolores, one of the oldest structures in the City, is located in this area. Climatic conditions in this section are the most equitable in the City, and many residents will live in no other section. Officials of mortgagee institutions are very favorably disposed toward the Mission District of which this area is a part. However, it is very generally recognized that each application must be judged upon the merits of the sectary offer, and terms modified accordingly. A standard six-room house in this area would have sold for $6,000 in 1929, $4,000 in 1933, and is currently selling for $5,000. The same home would have rented for $55 in 1929, $37.50 in 19333, and $45 now."
San Francisco,D9,NA,D,"This area of 36 blocks occupies a fairly level vale with rising topography surrounding it. It is approximately 85% built-up and is largely inhabited by ""white collar"" workers, laborers, factory workers, etc. having incomes ranging from $1,000 to $2400. There are no racial concentrations, and foreign infiltration is felt to be remote. Maintenance is generally mediocre, but certain spots in the area evidence a fair pride of ownership. This district is approximately 40 years old and has had an intermittent development. The improvements range from new to the age of the area and consist of various and sundry types of houses, bungalows, flats and apartments. The single-family residences are valued at from $3,000 to $6,000 and are 75% owner-occupied, with 23% tenancies and 2% vacancies. The area is zoned  second-residential with a few blocks permitting business structures which are occupied by shops and markets. Schools and transportation facilities, parks, and playgrounds are all conveniently available. Mortgagee officials quite generally recognize that while safe loans may be made in the area, great care must be exercised. A standard six-room house in this area would have sold for $5,000 in 1929, $3,000 in 1933, and is currently selling for $4,000. The same home would have rented for $50 in 1929, $30 in 1933, and $40 now."
San Francisco,D10,NA,D,"This area of 25 blocks is known as Holly Park Circle and occupies a gentle slope running generally from east to west. It is approximately 85% built-up, and the inhabitants consist of small business men, ""white collar"" employees, skilled artisans, and service employees, having incomes ranging from $1,000 to $2500. There are no racial concentrations at present, and threat of infiltration is remote. Maintenance in general denotes pride of ownership. The area as a whole is approximately 40 years old, and the improvements range in age from 10 to 40 years. The dwellings consist of single-family, row and detached, frame and stucco houses and bungalows, with a few flats and apartments, and the cost range of single-family dwellings is from $2500 to $5,000. The area is zoned second-residential with a few blocks on the outskirts given over to neighborhood shops and markets. Single-family dwellings are 80% owner-occupied, 23% rented, and 2% vacant. Schools of all grades, transportation facilities, parks, and recreational areas are all conveniently available, and splendid climatic conditions prevail. Holly Park, including one of the city's reservoirs, is within the confines of the area. This district would have been accorded a higher grading had it not been for the undesirable influences of the areas which surround it on the northwest and east, and from which there is an infiltration of lower income groups. A standard six-room house in this area would have sold for $5,000 in 1929, $3,000 in 1933, and is currently selling for $4,000. The same home would have rented for $50 in 1929, $30 in 1933, and $40 now."
San Francisco,D11,NA,D,"This large, irregularly-shaped area of some 130 blocks has a generally undulating topography and is 70% developed. It might well be called the ""Little Europe"" of San Francisco, as it is occupied very largely by second-generation representatives of all European nations, (Italians predominating), who are employed as laborers, factory workers, and service group employees with incomes ranging from $800 to $2,000. The names of the streets are a fair index of the cosmopolitan character of its inhabitants. The population is thought to be more or less stationary and in many ways exhibit characteristics indicative of pride of ownership. A heterogeneous development has existed in this area over the past 35 years. Dwellings consist of single and multi-family, row houses and bungalows of many types of architecture and construction, having a cost range of from $1500 to $5,000 when new. The area is zoned first residential, with fractional blocks along Mission, Brazil, and Russia Streets reserved for business. The homes are 75% owner-occupied, 20% rented and 5% vacant. Schools of all grades, transportation facilities, parks, and recreational areas are all conveniently available, and general climatic conditions are favorable. There is evidence that this district may develop into a higher grading. Some mortgagee institutions do not include the area in their lending territory, but a majority will receive applications and make loans upon variously modified terms. A standard six-room house in this area would have sold for $4250 in 1929, $3000 in 1933, and is currently selling for $3750. The same home would have rented for $42.50 in 1929, $27.50 in 1933, and $37.50 now."
San Francisco,D12,NA,D,"This area of some 75 blocks is 95% built-up and occupies a flat region between the slopes of Potrero Hills and the Twin Peaks. It was one of the exclusive districts in San Francisco's early history, some of the old mansions still being used for institutional purposes and lodging houses. It is now largely inhabited by factory workers and laborers, with incomes ranging from $800 to $2400. Many nationalities are represented, but there is no racial concentration, in broad sense of the term. Maintenance is what would naturally be expected in a low-income community. The area is from 50 to 60 years old, and improvements consist of an inharmonious conglomeration of old houses, bungalows, flats, and apartments, sprinkled with shops, markets, and small industrial establishments. Single-family dwellings, aside from old shacks, have a cost range of from $2500 to $5,000. They consist mainly of frame, row single and multi-family dwellings ranging in age from 8 to 60 years many of them being of the old mansion type. The area is principally zoned second-residential, but many blocks are given over to business and light industry. The single-family units are 50% owner-occupied, 45% rented, and 5% vacant. School and transportation facilities, together with parks, and recreational areas, are conveniently available. Two factors which constitute detrimental influences are the packing house district which is not far to the eastward and a Southern Pacific Railroad spur track which transverses the area. This area is in the sunshine zone, and climatic conditions are good. Owing to its decadent condition few mortgagee institutions will entertain applications for residential loans in this area. A standard six-room house in this area would have sold for $5,000 in 1929, $3,000 in 1933, and is currently selling for $4,000. The same home would have rented for $50 in 1929, $22.50 in 1933, and $40 now."
San Francisco,D13,NA,D,"This is a large area of some 150 blocks which is built around and upon the slopes of what is known as Bernal Heights which has an elevation of 250 feet. The northern part of this area is probably not more than 50% occupied, but the southern part is probably 95% built-up. It is inhabited largely by factory workers, and laborers with incomes ranging from $800 to $2400. Many nationalities are represented, but there is no inharmonious racial concentration. Maintenance is spotted and while a fair degree of pride of ownership is noticeable many of the home are unkempt. The area is some 50 years of age, and has been developing slowly and in a hetero generous manner. The improvements largely consist of small homes of various ages with a cost range of from $2,000 to $3500. It is zoned second-residential with some provision for business. There is a high percentage of owner-occupancy probably as much as 75% with approximately 5% vacancy. School and transportation facilities, parks and recreational areas are conveniently available. It adjoins an industrial area on the east which contains the Packing House District. The prevailing winds, however, are from the west which minimizes the odors. The climate in this area is one of the best in the City. Many of the mortgagee institutions exclude this area from their renting territory, but it is believed that sound loans may be made in the area on modified terms if care is exercised. A standard six-room house in this area would have sold for $4250 in 1929, $3,000 in 1933, and is currently selling for $3750. The same home would have rented for $40 in 1929, $27.50 in 1933, and $35 now."
San Francisco,D14,NA,D,"This area contains some 40 blocks and is about 50% built-up. It has a slightly undulating topography which is favorable to residential development, and it is inhabited largely by skilled and semi-skilled factory workers and artisans, having incomes ranging from $800 to $2400. The area presents no racial problems, and maintenance shows pride of ownership. Its improvements are largely single-family row and detached, frame and stucco cottages and bungalows, having a cost range of $2,000 to $5,000 and an average age of from 12 to 30 years. The area is zoned first-residential but contains some multi-family flats. The single-family dwellings are 80% owner-occupied, and there are but few vacancies. Schools of all grades, transportation facilities, parks and recreational areas are all conveniently available. Light industrial areas adjoin on the south and southeast in San Mateo County and the proposed but as yet unimproved John McLaren Park adjoins on the west. Part of this area might have been accorded a ""low yellow"" grading were it not for the threat of industrial development on its border. Some mortgagee institutions do not include this area in their lending territory and all of them are inclined to be conservative in their attitude toward applications. A standard six-room house in this area would have sold for $2450 in 1929, $3,000 in 1933, and is currently selling for $3500. The same home would have rented for $40 in 1929, $27.50 in 1933, and $32.50 now."
San Francisco,D15,NA,D,"This area of some 60 blocks is located in what is known as the Potrero District and occupies a hill of approximately 200 feet elevation, which divides to make the two northern wings of the area. Some portions of the area are high and comparatively level, affording excellent view locations. The approaches to the area are steep, and it contains a number of sheer bluffs. The area is 75% built-up, and the inhabitants, with few exceptions, are of the working class -- factory workers, laborers, and artisans, with incomes of from $1,000 to $2,000. There is quite a concentration of ""red"" Russians and other foreign elements in the area. Improvements consist of row single-family dwellings of frame and stucco construction, valued at from $2500 to $5500. The district is 50 years old and is still developing; consequently dwellings run from new to the age of the district. The area is 80% owner-occupied, with few vacancies, and a fair degree of maintenance was observed in a considerable part of the area. The zoning is second-residential, and the topography also offers protection from unfavorable encroachments. Schools of all grades are conveniently available, two schools being located within the area; transportation facilities are also good, and recreational areas are provided by the three playfields which adjoin the area. Light and heavy industrial districts completely surround the area, and stockyards meat packing plants situated nearby are the source of unpleasant odors when the wind is from their direction, which, fortunately is seldom. A railroad tunnel runs under part of the area. The best climatic conditions in San Francisco are said to exist in this area. The area is said to offer some interesting possibilities for future development, but under existing conditions loan commitments are made with extreme care by the comparatively few mortgagee institutions which will lend at all in the area. A standard six-room house in this area would have sold for $5,000 in 1929, $3,000 in 1933, and is currently selling for $4,000. The same home would have rented for $47.50 in 1929, $30.00 in 1933 and $37.50 now."
San Francisco,D16,NA,D,"This area of some 75 blocks contains numerous hills which have many short but sharp inclines and low-laying but steep bluffs. The streets are platted to overcome this topographical disadvantage. The population of the area, while quite stable, is composed of lower-income groups, being largely ""white collar"" and factory workers in the industrial districts which adjoins the area on the north, south, and east, whose incomes range from $1,000 to $2400. While many of the inhabitants are of foreign extraction, no racial problem is presented, and the likelihood of any is considered remote. The area, which has been developing in a heterogeneous manner over the past 45 years, is still less than 60% built-up. The improvements consist largely of row and detached, frame and stucco single-family dwellings of various types and styles, having a cost range of from $2,000 to $5,000. Owner-occupancy is high, being 85% with few vacancies. Maintenance, while spotted, is in general fairly satisfactory. The zoning is largely first-residential, with a few scattered blocks given over to neighborhood shops and markets. The topography is also a protection from undesirable encroachment, and a further protection is afforded by the large undeveloped area adjoining on the southeast which is zoned first-residential. School, transportation, and recreational facilities are all conveniently available. Occasional winds from the northeast bring obnoxious odors from stockyards and packing plants located in that direction. While a few mortgagee institutions consider it possible to make safe loans in the area, they are very careful as to moral risks and conservative as to terms. "
San Francisco,D17,NA,D,"The southern part of this area of approximately 100 blocks consists of low-lying hills, the northern and central part of gentle slopes, and the eastern section is comparatively level. Topographically, this should be set up as three areas, but other wise the area is comparatively uniform in character. The population is made up of factory workers, skilled and semi-skilled laborers and artisans, with incomes ranging from $800 to $2400. There are no racial problems, and possibility of any is considered remote. Maintenance, while spotted, shows a degree of pride of ownership. The district has slowly developed over the past 30 years, and though continuing to show activity, is still only 60 to 65% built-up. Improvements consist of varying styles and types of row and detached, frame and stucco, one and two-story single-family dwellings, the average age being 10 to 35 years. There is an 80% owner-occupancy and about 3% vacancy. The area is zoned first-residential with provision for neighborhood trading centers. Primary grade schools are located in the district, but high school facilities are some distance away. Park and recreational area are nearby, but part of the area lacks adequate transportation. With the development of McLaren Park, this adverse factor will probably cease to exist. While proximity to industrial district and low level of income and improvements, together with other handicaps, preclude a higher rating than has been given, there are indications that parts of the area may develop into higher grades. Climatic conditions in the area are excellent. There is a wide diversity of opinion among officials of mortgagee institutions regarding this area. A few do not include the area in their lending territory, while others viewing the area from its natural advantages and future possibilities are inclined to be generous in their terms where improvements are in keeping with the district. Generally speaking, loans are made in the area upon modified terms. A standard six-room house in this area would have sold for $4500 in 1929, $3250 in 1933, and is currently selling for $3750. The same income would have rented for $48.50 in 1929, $30 in 1933, and $37.50 now. "
San Francisco,NA,NA,C,NA
San Francisco,NA,NA,B,NA
