site_id,site_name,site_address,city,zip_code,enf_action_date,enf_action_type,enf_action_description,enf_action_notes,enf_action_division,enf_action_program,enf_action_source
535896,Long Beach Unified Sch Dist Trans,2700 PINE AVE,LONG BEACH,90806,1999-10-26,Notice of Violation,Notice of Violation,Notice of Violation for non-submittal of Annual Report,Water Boards,INDSTW,SMARTS
535896,Long Beach Unified Sch Dist Trans,2700 PINE AVE,LONG BEACH,90806,1999-12-01,Notice of Violation,Notice of Violation,Second Notice of Violation for non-submittal of Annual Report,Water Boards,INDSTW,SMARTS
536034,LSG INDUSTRIES INC,15524 MINNESOTA AVE,PARAMOUNT,90723,2019-05-16,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,No permit coverage because NEC was denied upon inspection.,Water Boards,INDSTW,SMARTS
536034,LSG INDUSTRIES INC,15524 MINNESOTA AVE,PARAMOUNT,90723,2019-06-18,Notice of Violation,Notice of Violation,No permit coverage because NEC was denied upon inspection; did not respond to NNC,Water Boards,INDSTW,SMARTS
536042,Lu Mar Industrial Metals Co,2120 N ALAMEDA ST,COMPTON,90222,2011-01-13,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"Ordered to provide an explanation for the failure to collect samples, analyze and report the data.",Water Boards,INDSTW,SMARTS
536042,Lu Mar Industrial Metals Co,2120 N ALAMEDA ST,COMPTON,90222,2015-04-06,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,NNC for failure to submit annual report 2012-13,Water Boards,INDSTW,SMARTS
536042,Lu Mar Industrial Metals Co,2120 N ALAMEDA ST,COMPTON,90222,2016-10-04,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,late 15-16 AR,Water Boards,INDSTW,SMARTS
536042,Lu Mar Industrial Metals Co,2120 N ALAMEDA ST,COMPTON,90222,2017-08-30,Notice to Comply,Notice to Comply,Incomplete SWPPP & MP and no sampling,Water Boards,INDSTW,SMARTS
536042,Lu Mar Industrial Metals Co,2120 N ALAMEDA ST,COMPTON,90222,2017-12-12,Notice of Violation,Notice of Violation,Failure to collect and analyze stormwater samples for 4 years,Water Boards,INDSTW,SMARTS
536140,Machinery  Equipment Co,115 N CATARACT AVE,SAN DIMAS,91773,2004-07-16,Staff Enforcement Letter,Staff Enforcement Letter,Notice of Noncompliance sent 7/16/04 for failure to file NOI for coverage under industrial stormwater permit.,Water Boards,INDSTW,SMARTS
536140,Machinery  Equipment Co,115 N CATARACT AVE,SAN DIMAS,91773,2015-03-13,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"late 2011-2012, 2012-2013 and 2013-2014 annual reports",Water Boards,INDSTW,SMARTS
536140,Machinery  Equipment Co,115 N CATARACT AVE,SAN DIMAS,91773,2017-09-14,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,late 2016-2017 annual report,Water Boards,INDSTW,SMARTS
536164,Madison Industries,6372 HOLMES,LOS ANGELES,90001,2001-02-02,Notice of Violation,Notice of Violation,Notice of Violation sent 2/1/01 for noncompliance with general industrial stormwater permit.,Water Boards,INDSTW,SMARTS
536164,Madison Industries,6372 HOLMES,LOS ANGELES,90001,2008-08-20,Notice to Comply,Notice to Comply,"Field NTC issued 8/20/08 for incomplete SWPPP - missing flow direct & outfalls on site map, certification.  Rusting metal racks stored outside.",Water Boards,INDSTW,SMARTS
536164,Madison Industries,6372 HOLMES,LOS ANGELES,90001,2010-07-06,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
536190,Magnesium Alloy Product Co,2420 N ALAMEDA ST,COMPTON,90222,2013-08-21,Notice to Comply,Notice to Comply,Minor Violations,Water Boards,INDSTW,SMARTS
536190,Magnesium Alloy Product Co,2420 N ALAMEDA ST,COMPTON,90222,2017-08-30,Notice to Comply,Notice to Comply,BMP deficiencies,Water Boards,INDSTW,SMARTS
536274,Mana Scrap Recycling Corporation,2883 E. PICO BLVD,LOS ANGELES,90023,2019-03-08,Notice to Comply,Notice to Comply,Ordered to correct BMP and SWPPP violations.,Water Boards,INDSTW,SMARTS
536283,Mandeville Estate,2282 MANDEVILLE CANYON ROAD,LOS ANGELES,90242,2018-02-27,Notice to Comply,Notice to Comply,BMP findings  â€¢ Dried concrete debris located directly on the ground without BMPs   â€¢ Debris observed throughout the site     SWPPP Findings  â€¢ SWPPP does not include responsible parties  â€¢ SWPPP does not include subcontractors list  â€¢ SWPPP is missing Legally Responsible Person and Qualified SWPPP Develop (QSD) signatures,Water Boards,CONSTW,SMARTS
536497,Matheson Postal Services,2500 POPLAR ST,OAKLAND,94607,2014-01-30,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Notice of Noncompliance for missing 2012-13 Annual Report,Water Boards,INDSTW,SMARTS
536523,Matz Rubber Co Inc,1209 CHESTNUT ST,BURBANK,91506,2003-08-01,Notice of Violation,Notice of Violation,NOV sent 8/1/03 for noncompliance with industrial stormwater permit.,Water Boards,INDSTW,SMARTS
536523,Matz Rubber Co Inc,1209 CHESTNUT ST,BURBANK,91506,2010-02-24,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
536535,Maxim Crane Works,1101 E SPRING ST,LONG BEACH,90806,2002-09-13,Notice to Comply,Notice to Comply,Field Notice to Comply issued 9/13/02 for not having SWPPP onsite.,Water Boards,INDSTW,SMARTS
536535,Maxim Crane Works,1101 E SPRING ST,LONG BEACH,90806,2010-06-08,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
536693,Mel Bernie  Co,3000 W EMPIRE AVE,BURBANK,91504,2015-12-15,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,NNC for failure to submit missing annual report 2014-15,Water Boards,INDSTW,SMARTS
536693,Mel Bernie  Co,3000 W EMPIRE AVE,BURBANK,91504,2017-05-08,Notice of Violation,Notice of Violation,NOV for failure to collect stormwater samples,Water Boards,INDSTW,SMARTS
536805,Met-A-Lum Fabricators Inc.,7710 ALONDRA BLVD,PARAMOUNT,CA,2019-05-16,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,No permit coverage because NEC was denied upon inspection.,Water Boards,INDSTW,SMARTS
536812,Metal Finishing Marketers Inc,1401 MIRASOL ST,LOS ANGELES,90023,2010-02-01,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
536812,Metal Finishing Marketers Inc,1401 MIRASOL ST,LOS ANGELES,90023,2019-05-16,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,No permit coverage because NEC was denied upon inspection.,Water Boards,INDSTW,SMARTS
536812,Metal Finishing Marketers Inc,1401 MIRASOL ST,LOS ANGELES,90023,2019-06-18,Notice of Violation,Notice of Violation,No permit coverage because NEC was denied upon inspection; did not respond to NNC,Water Boards,INDSTW,SMARTS
536842,Metro Division 10,742 N MISSION RD,LOS ANGELES,90033,2002-03-27,Notice to Comply,Notice to Comply,Field Notice to Comply issued 3/27/02 for noncompliance with industrial stormwater permit.,Water Boards,INDSTW,SMARTS
536844,Metro Division 12,970 W CHESTER PL,LONG BEACH,90813,2017-10-06,Notice of Violation,Notice of Violation,NOV Issued for failure to develop a complete SWPPP in accordance with the Industrial Stormwater General Permit Order No. 2014-0057-DWQ.,Water Boards,INDSTW,SMARTS
536859,Metro Division 9,3449 SANTA ANITA AVE,EL MONTE,91731,2002-03-26,Notice to Comply,Notice to Comply,Field Notice to Comply issued 3/26/02 for oil spills at facility.,Water Boards,INDSTW,SMARTS
536875,Metropolis Mixed Use Development Phase I,899 FRANCISCO STREET,LOS ANGELES,90017,2015-10-13,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit 2013-14 AR.,Water Boards,CONSTW,SMARTS
536875,Metropolis Mixed Use Development Phase I,899 FRANCISCO STREET,LOS ANGELES,90017,2016-04-06,Notice of Violation,Notice of Violation,No response to NNC.   Ordered to submit 2013-14 AR.,Water Boards,CONSTW,SMARTS
536875,Metropolis Mixed Use Development Phase I,899 FRANCISCO STREET,LOS ANGELES,90017,2017-01-19,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,late 2013-2014 Annual Report,Water Boards,CONSTW,SMARTS
537049,Minicci Stone Co,3365 NATIONAL AVE,SAN DIEGO,92113,2015-10-30,Staff Enforcement Letter,Staff Enforcement Letter,"NEC inspection to verify criteria being met. NEC criteria NOT being met. Exposure of materials and waste stored outdoors. Poor housekeeping. Paul Hyde was not present, but Abel Garcia was and gave me a business card for Paul. Sent SEL email to Paul Hyde on Oct 30, 2015 with photos of violations.",Water Boards,INDSTW,SMARTS
537268,Montebello City Corporate Yard,400 S TAYLOR AVE,MONTEBELLO,90640,2010-06-23,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
537268,Montebello City Corporate Yard,400 S TAYLOR AVE,MONTEBELLO,90640,2012-08-10,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Submit 2010-2011 AR,Water Boards,INDSTW,SMARTS
537376,Morrells Electro Plating Inc,432 EUCLID AVE,COMPTON,90222,2012-08-10,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Submit 2010-2011 AR,Water Boards,INDSTW,SMARTS
537376,Morrells Electro Plating Inc,432 EUCLID AVE,COMPTON,90222,2013-09-06,Notice of Violation,Notice of Violation,Failed to respond to NNC issued on 8/10/12.  Re-ordered to submit 2010/11 AR.,Water Boards,INDSTW,SMARTS
537376,Morrells Electro Plating Inc,432 EUCLID AVE,COMPTON,90222,2017-08-16,Notice to Comply,Notice to Comply,"Old SWPP and MIP, NO NSWD Report",Water Boards,INDSTW,SMARTS
537578,Myrtle Apartments,203 N MYRTLE AVENUE,POMONA,91768,2018-10-24,Notice of Violation,Notice of Violation,"SWPPP Violations:  â€¢The Permittee failed to ensure that all inspections, maintenance repairs, and sampling activities at the project location were performed or supervised by a Qualified SWPPP Practitioner (QSP) representing the Permittee.     BMP Violations:  â€¢Staff observed both dried and wet concrete spills on the ground, and debris and piles without appropriate BMPs throughout the project site.  â€¢Staff observed broken or torn silt fence at the perimeter of the project site. Some areas of silt fence did not cover adequately to protect the entire property boundary.  â€¢ Staff observed the construction site entrance with lack of tracking control measures.    ",Water Boards,CONSTW,SMARTS
537848,New Star Pallet Incorporated,2150 EAST FREMONT STREET,STOCKTON,95205,2017-08-03,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,1st NNC for late 16-17 Annual Report,Water Boards,INDSTW,SMARTS
537848,New Star Pallet Incorporated,2150 EAST FREMONT STREET,STOCKTON,95205,2017-10-04,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,2nd NNC for late Annual Report,Water Boards,INDSTW,SMARTS
537848,New Star Pallet Incorporated,2150 EAST FREMONT STREET,STOCKTON,95205,2019-08-27,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Failure to submit 2018-2019 Annual Report,Water Boards,INDSTW,SMARTS
537898,Neyenesch Printers,2750 KETTNER BLVD,SAN DIEGO,92101,2010-08-20,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,NOV for failure to submit annual report,Water Boards,INDSTW,SMARTS
537898,Neyenesch Printers,2750 KETTNER BLVD,SAN DIEGO,92101,2012-08-28,Staff Enforcement Letter,Staff Enforcement Letter,Staff verbally requested 2011-12 annual report during site visit on 8/28/2012. W. Ghoram,Water Boards,INDSTW,SMARTS
537898,Neyenesch Printers,2750 KETTNER BLVD,SAN DIEGO,92101,2013-08-22,Staff Enforcement Letter,Staff Enforcement Letter,"Late annual report. Called, and emailed discharger the report forms and requested submittal of the late report by August 30, 2013. W. Ghoram",Water Boards,INDSTW,SMARTS
537970,Norcal Metal Fabricators,1121 3RD ST,OAKLAND,94607,2008-08-22,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,N/A,Water Boards,INDSTW,SMARTS
537970,Norcal Metal Fabricators,1121 3RD ST,OAKLAND,94607,2008-10-31,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,N/A,Water Boards,INDSTW,SMARTS
537970,Norcal Metal Fabricators,1121 3RD ST,OAKLAND,94607,2009-08-03,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,N/A,Water Boards,INDSTW,SMARTS
537970,Norcal Metal Fabricators,1121 3RD ST,OAKLAND,94607,2010-06-03,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"ACL Complaint failure to submit 2008/2009 annual report was issued on 2/16/10, but this complaint was superceded with ACL Order R2-2010-0080 issued on June 3, 2010.",Water Boards,INDSTW,SMARTS
538635,Owens Corning,1501 N TAMARIND AVE,COMPTON,90222,2010-11-24,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
538668,P&M Oil,150 W WARDLOW RD,LONG BEACH,90807,2017-06-26,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,NNC issued for denial of NEC and failure to enroll in the IGP,Water Boards,INDSTW,SMARTS
538786,Pacific Manufacturing Mgmt Inc,3110 E 12TH ST,LOS ANGELES,90023,2012-08-10,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Submit 2010-2011 AR,Water Boards,INDSTW,SMARTS
538786,Pacific Manufacturing Mgmt Inc,3110 E 12TH ST,LOS ANGELES,90023,2014-12-15,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,1st notice (NNC) issued for failure to submit the 2013-14 Annual Report,Water Boards,INDSTW,SMARTS
538786,Pacific Manufacturing Mgmt Inc,3110 E 12TH ST,LOS ANGELES,90023,2016-11-07,Notice of Violation,Notice of Violation,The facilityÂ¿s Emergency Contingency Plan is uploaded onto SMARTS instead of the SWPPP,Water Boards,INDSTW,SMARTS
538832,Pacific Steel Casting Co LLC,1333 SECOND STREET,BERKELEY,94710,2019-10-11,Notice of Violation,Notice of Violation,NOV issued to bankruptcy administrator Arch-Beam 10/11/19.,Water Boards,INDSTW,SMARTS
538856,Pacifica Self Storage,2727 KETTNER BOULEVARD,SAN DIEGO,92101,2019-08-01,Staff Enforcement Letter,Staff Enforcement Letter,"Failure to implement erosion control BMPs, sediment control BMPs, and perimeter control BMPs. Discharge of sediment to gutter and street along Kettner Boulevard. Track out from two construction entrances on Kettner Boulevard. Loose sediment along the site perimeter on Kettner and along West Maple Street. Lack of perimeter controls along West Maple Street. Site map does not identify a second construction entrance along Kettner. Site map needs to be revised. A post inspection required corrective actions SEL email sent to LRP, RDS Contracting and QSD on 08/01/2019.",Water Boards,CONSTW,SMARTS
539527,PicknPull Oakland 70,8451 SAN LEANDRO ST,OAKLAND,94621,2010-12-23,Notice of Violation,Notice of Violation,"Notice of Violation and Water Code Section 13267 Technical Report  Requirement Â¿ Pick-n-Pull Auto Dismantlers, LLC Oakland, Alameda  County",Water Boards,INDSTW,SMARTS
539529,PicknPull San Jose South 41,1675 MONTEREY HWY,SAN JOSE,95112,2003-06-26,Notice of Violation,Notice of Violation,CORRECT DEFICIENCIES,Water Boards,INDSTW,SMARTS
539929,Press Forge,7700 JACKSON ST,PARAMOUNT,90723,2001-08-24,Notice of Violation,Notice of Violation,NOV sent 8/24/01 for overdue 2000-01 annual report.,Water Boards,INDSTW,SMARTS
539929,Press Forge,7700 JACKSON ST,PARAMOUNT,90723,2001-12-21,Notice of Violation,Notice of Violation,Notice of Violation sent 12/21/01 for noncompliance with industrial stormwater permit.,Water Boards,INDSTW,SMARTS
539929,Press Forge,7700 JACKSON ST,PARAMOUNT,90723,2002-07-19,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Notice to Comply sent 7/19/02 for overdue 2001-02 annual report.,Water Boards,INDSTW,SMARTS
539929,Press Forge,7700 JACKSON ST,PARAMOUNT,90723,2002-08-19,Notice of Violation,Notice of Violation,NOV sent 8/19/02 for overdue 2001-02 annual report.,Water Boards,INDSTW,SMARTS
540252,R  N Property,3666 OLYMPIC,LOS ANGELES,90023,2008-06-18,Notice to Comply,Notice to Comply,Field NTC issued 6/18/08 for BMP violations of INDSTW permit:  Poor housekeeping BMPs; ineffective material storage BMPs.,Water Boards,INDSTW,SMARTS
540252,R  N Property,3666 OLYMPIC,LOS ANGELES,90023,2010-05-25,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
540252,R  N Property,3666 OLYMPIC,LOS ANGELES,90023,2017-02-15,Notice of Violation,Notice of Violation,NOV for failure to submit the Level 1 ERA Report,Water Boards,INDSTW,SMARTS
540252,R  N Property,3666 OLYMPIC,LOS ANGELES,90023,2018-08-28,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,late 2017-2018 AR,Water Boards,INDSTW,SMARTS
540878,Right Away Redy Mix Inc,401 KENNEDY ST,OAKLAND,94606,2012-02-28,Notice of Violation,Notice of Violation,NOV for deficient BMPs,Water Boards,INDSTW,SMARTS
540878,Right Away Redy Mix Inc,401 KENNEDY ST,OAKLAND,94606,2015-01-23,Notice of Violation,Notice of Violation,"NOV, inspection form, and photolog identify violations and requires corrective actions and submittal of documentation",Water Boards,INDSTW,SMARTS
540880,Riley Recycling Inc,15 28TH ST,SAN DIEGO,92102,2014-01-23,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"Joint inspection with SB, R6S & R4 for training. Inspectors initially declined entry by Shawn Crawford-site supv, but Owner Mark Riley was called, he arrived and accompanied inspectors. SWPPP reviewed and found to be missing rain logs, training logs, & SW schedule of events. SWPPP needs custom BMPs for processing of appliances added (Brash Eng).Site generally in good condition. However areas of concern/deficiencies are: The 2 stage O/W separator details are unknown - does it discharge? How does it work? Capacity? Sand bags along concrete slab edge parallel to street/fence line are falling off and are not effective. Non storm water discharge of potable water from hose that is used for dust control, torch cutting and toilet maintenance. Mr. Riley was advised of concerns/deficiencies and requested to take corrective actions. He agreed to do so.",Water Boards,INDSTW,SMARTS
541188,Roscoe Moss Manufacturing Co,4360 WORTH,LOS ANGELES,90063,2008-09-25,Notice to Comply,Notice to Comply,Field NTC issued 9/25/08 for poor housekeeping BMPs - metal chips on the ground.,Water Boards,INDSTW,SMARTS
541188,Roscoe Moss Manufacturing Co,4360 WORTH,LOS ANGELES,90063,2010-05-25,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
541255,Royal Paper Box Company,1105 S MAPLE AVENUE,MONTEBELLO,90640,2019-05-23,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,"NOTICE OF NON-COMPLIANCE: DENIAL OF NO EXPOSURE CERTIFICATION AND FAILURE TO ENROLL UNDER THE REQUIREMENTS OF THE GENERAL PERMIT FOR STORM WATER DISCHARGES ASSOCIATED WITH INDUSTRIAL ACTIVITIES, ORDER NO. 2014-0057 DWQ (GENERAL PERMIT), NPDES NO. CAS000002",Water Boards,INDSTW,SMARTS
541255,Royal Paper Box Company,1105 S MAPLE AVENUE,MONTEBELLO,90640,2019-07-02,Notice of Violation,Notice of Violation,"NOTICE OF VIOLATION: DENIAL OF NO EXPOSURE CERTIFICATION AND FAILURE TO ENROLL UNDER THE REQUIREMENTS OF THE GENERAL PERMIT FOR STORM WATER DISCHARGES ASSOCIATED WITH INDUSTRIAL ACTIVITIES, ORDER NO. 2014-0057 DWQ (GENERAL PERMIT), NPDES NO. CAS000002",Water Boards,INDSTW,SMARTS
541268,RR Donnelley San Diego,955 GATEWAY CENTER WAY,SAN DIEGO,92102,2015-10-27,Staff Enforcement Letter,Staff Enforcement Letter,"NEC Inspection. Poor housekeeping, paper waste all over site outside and into canyon. NEC criteria is not being met. SEL corrective action email with photos sent on 10/28/2015.",Water Boards,INDSTW,SMARTS
541268,RR Donnelley San Diego,955 GATEWAY CENTER WAY,SAN DIEGO,92102,2017-10-05,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"DISCHARGER FAILED TO RECERTIFY THE NEC BY OCTOBER 1, 2017",Water Boards,INDSTW,SMARTS
541268,RR Donnelley San Diego,955 GATEWAY CENTER WAY,SAN DIEGO,92102,2018-10-05,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"DISCHARGER FAILED TO RECERTIFY THE NEC BY OCTOBER 1, 2018",Water Boards,INDSTW,SMARTS
541273,RS Processing Co Inc,15712 ILLINOIS AVE,PARAMOUNT,90723,2009-06-16,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Required to submit a complete 07-08 annual report immediately.,Water Boards,INDSTW,SMARTS
541273,RS Processing Co Inc,15712 ILLINOIS AVE,PARAMOUNT,90723,2017-02-15,Notice of Violation,Notice of Violation,"Staff observed on site rusty metal drums, greasy equipment, container with cleaning agents, containers of zinc oxide, and an authorized non-storm water discharger without BMPs.",Water Boards,INDSTW,SMARTS
541275,RSG Aames Security,2700 JUNIPERO AVENUE,SIGNAL HILL,90755,2018-09-28,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to obtain Permit coverage  Denial of NEC,Water Boards,INDSTW,SMARTS
541275,RSG Aames Security,2700 JUNIPERO AVENUE,SIGNAL HILL,90755,2018-10-05,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"DISCHARGER FAILED TO RECERTIFY THE NEC BY OCTOBER 1, 2018",Water Boards,INDSTW,SMARTS
541291,Ruben M Angulo,1470 SPENCE ST,LOS ANGELES,90023,2012-08-10,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Submit 2010-2011 AR,Water Boards,INDSTW,SMARTS
541291,Ruben M Angulo,1470 SPENCE ST,LOS ANGELES,90023,2015-01-13,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,1st notice (NNC) issued for failure to submit the 2013-14 Annual,Water Boards,INDSTW,SMARTS
541392,SA Recycling,12301 E VALLEY BLVD,EL MONTE,91732,2018-06-11,Notice of Violation,Notice of Violation,NOTICE OF VIOLATION: FAILURE TO DEVELOP A COMPLETE LEVEL 1 EXCEEDANCE RESPONSE ACTION REPORT REQUIRED BY THE GENERAL PERMIT FOR STORMWATER DISCHARGES ASSOCIATED WITH INDUSTRIAL ACTIVITIES,Water Boards,INDSTW,SMARTS
541427,Sacramento Commons,1500 7TH STREET,SACRAMENTO,95814,2019-09-26,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Notice of Violation,Water Boards,CONSTW,SMARTS
541473,Safetykleen Inc LA Branch,2918 WORTHEN AVE,LOS ANGELES,90039,2010-05-25,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
541473,Safetykleen Inc LA Branch,2918 WORTHEN AVE,LOS ANGELES,90039,2011-02-07,Notice of Violation,Notice of Violation,NOV for no benchmark letter response.,Water Boards,INDSTW,SMARTS
541609,San Diego Galvanizing,3586 DALBERGIA ST,SAN DIEGO,92113,2005-08-05,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,"Failure to submit FY 2004-05 annual report by July 1, 2005.",Water Boards,INDSTW,SMARTS
541770,Sandman Inc DBA Star Concrete,1404 SOUTH 7TH STREET,SAN JOSE,95112,2015-10-30,Notice of Non-Compliance for Non-Filers,Notice of Non-Compliance for Non-Filers,Failure to recertify permit coverage under IGP 2014-0057-DWQ. Facility Map Not Uploaded,Water Boards,INDSTW,SMARTS
541963,Savage Canyon Landfill,13919 PENN ST,WHITTIER,90602,2005-02-24,Notice of Violation,Notice of Violation,NOV sent 2/24/05 for noncompliance with industrial stormwater permit.,Water Boards,INDSTW,SMARTS
541963,Savage Canyon Landfill,13919 PENN ST,WHITTIER,90602,2009-03-24,Notice of Violation,Notice of Violation,NOV sent 3/24/09 for violations of INDSTW permit.  Inadequate sediment control BMPs & BMP maintenance.,Water Boards,INDSTW,SMARTS
541963,Savage Canyon Landfill,13919 PENN ST,WHITTIER,90602,2010-04-20,Staff Enforcement Letter,Staff Enforcement Letter,"The letter, AR Review - Benchmark Exceedance, was sent to ensure that the permittee will develop and implement the BMPs to reduce or prevent pollutants in SW discharges.  Letter also required permittee to submit evidence of implemented additional BMPs and SWPPP amendments if the permittee is already implementing the BMPs.",Water Boards,INDSTW,SMARTS
541963,Savage Canyon Landfill,13919 PENN ST,WHITTIER,90602,2014-03-07,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,The landfill requires structural and non-structural BMPs in some areas of the property.  Facility received a verbal warning to direct the operator to implement the required BMPs.  Inspection report attached,Water Boards,INDSTW,SMARTS
541963,Savage Canyon Landfill,13919 PENN ST,WHITTIER,90602,2019-02-21,Notice of Violation,Notice of Violation,Notice of violation for failure to submit Level 2 Technical Report,Water Boards,INDSTW,SMARTS
541999,SCD Recycling Transfer Station,1908 FRANK STREET,SANTA MONICA,90404,2017-10-06,Notice of Violation,Notice of Violation,NOV Issued for failure to develop a complete SWPPP in accordance with the Industrial Stormwater General Permit Order No. 2014-0057-DWQ.,Water Boards,INDSTW,SMARTS
542099,SDI INDUSTRIES,13000 PIERCE ST,PACOIMA,91331,2003-01-24,Notice of Violation,Notice of Violation,NOV sent 1/24/03 for noncompliance with industrial stormwater permit.,Water Boards,INDSTW,SMARTS
542099,SDI INDUSTRIES,13000 PIERCE ST,PACOIMA,91331,2003-06-11,Notice to Comply,Notice to Comply,Field NTC issued 6/11/03 for noncompliance with industrial stormwater permit.,Water Boards,INDSTW,SMARTS
542099,SDI INDUSTRIES,13000 PIERCE ST,PACOIMA,91331,2011-01-13,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,"Ordered to provide an explanation for the failure to collect samples, analyze and report the data.",Water Boards,INDSTW,SMARTS
542226,Service Plating,1855 62ND,LOS ANGELES,90001,1998-08-17,Industrial Storm Water Enforcement,Industrial Storm Water Enforcement,Ordered to submit a 1997-1998 annual report.,Water Boards,INDSTW,SMARTS
